time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,0.004882316699999999,-160.751,0.00335207,0.00356973,0.00357567,0.00357583,0.00357584,3.35207e-05,3.56973e-05,3.57567e-05,3.57583e-05,3.57584e-05,3.35207e-07,3.56973e-07,3.57567e-07,3.57583e-07,3.57584e-07
0.02,-0.0036006663,-520.432,-0.000861851,2.64384e-05,8.16796e-05,8.39563e-05,8.41758e-05,5.84228e-05,7.1659e-05,7.23303e-05,7.23562e-05,7.23586e-05,1.25464e-06,1.43054e-06,1.43844e-06,1.43873e-06,1.43876e-06
0.04,-0.00013443599999999998,-762.428,-0.000789135,0.000481314,0.00071154,0.000726907,0.000728809,4.1913e-05,7.67365e-05,8.02625e-05,8.04648e-05,8.04885e-05,2.258e-06,2.91449e-06,2.96437e-06,2.96694e-06,2.96723e-06
0.06,-0.0007850684999999999,-814.069,-0.00121726,-0.00089465,-0.000340929,-0.00027682,-0.000266518,2.1849e-05,7.26031e-05,8.39686e-05,8.49657e-05,8.51114e-05,2.89562e-06,4.40789e-06,4.60668e-06,4.62124e-06,4.62323e-06
0.08,0.00020463393,-919.051,0.00124659,0.000155674,0.000955146,0.00113789,0.00117666,2.21423e-05,6.52134e-05,9.01107e-05,9.35765e-05,9.42129e-05,3.33553e-06,5.78605e-06,6.34747e-06,6.40667e-06,6.41647e-06
0.1,-0.0012565022999999997,-1078.74,-0.00166234,-0.00282731,-0.00226165,-0.00189324,-0.00178718,1.79848e-05,3.8497e-05,7.70457e-05,8.6023e-05,8.81077e-05,3.7368e-06,6.82315e-06,8.01903e-06,8.20266e-06,8.23967e-06
0.12,0.0016694186999999998,-1235.98,0.00253296,0.00244467,0.0022234,0.00273729,0.00294966,2.66909e-05,3.46706e-05,7.66633e-05,9.44635e-05,9.97326e-05,4.18356e-06,7.55483e-06,9.55612e-06,1.00075e-05,1.01181e-05
0.14,-0.0031938342,-1514.09,-0.000401047,0.000318878,-0.000650776,-0.000227845,6.95574e-05,4.801e-05,6.23061e-05,9.23896e-05,0.000119558,0.000129925,4.93057e-06,8.52459e-06,1.12467e-05,1.21477e-05,1.24147e-05
0.16,-0.0005952618,-1551.24,-0.00497218,-0.00446808,-0.00540328,-0.00541662,-0.00518364,-5.72227e-06,2.08141e-05,3.1849e-05,6.31134e-05,7.8784e-05,5.35345e-06,9.3558e-06,1.2489e-05,1.39745e-05,1.45017e-05
0.18,0.0042458979,-1119.66,-0.000362594,-0.00138261,-0.00153218,-0.00214357,-0.00222268,-5.907e-05,-3.76928e-05,-3.75057e-05,-1.24886e-05,4.72073e-06,4.70552e-06,9.18701e-06,1.24325e-05,1.44807e-05,1.53368e-05
