time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,-0.036283134,-1582.32,0.0329956,0.0351381,0.0351966,0.0351982,0.0351983,0.000329956,0.000351381,0.000351966,0.000351982,0.000351983,3.29956e-06,3.51381e-06,3.51966e-06,3.51982e-06,3.51983e-06
0.02,-0.035442602999999996,-6569.4,0.0216819,0.0323844,0.0329817,0.0330055,0.0330078,0.000876731,0.00102661,0.00103375,0.00103402,0.00103404,1.53664e-05,1.72937e-05,1.73768e-05,1.73798e-05,1.73801e-05
0.04,-0.033725892,-13450.6,0.0108007,0.0330093,0.0358193,0.0359923,0.0360131,0.00120156,0.00168054,0.00172176,0.001724,0.00172425,3.61493e-05,4.43652e-05,4.49319e-05,4.496e-05,4.4963e-05
0.06,-0.037214088,-19922.9,-0.00580078,0.0170855,0.0250772,0.0258653,0.0259856,0.00125156,0.00218149,0.00233072,0.00234257,0.00234424,6.06804e-05,8.29855e-05,8.54567e-05,8.56256e-05,8.5648e-05
0.08,-0.027644244,-25776.7,-0.00370208,0.0041646,0.0191667,0.0216771,0.0221677,0.00115653,0.00239399,0.00277316,0.002818,0.00282577,8.47613e-05,0.00012874,0.000136496,0.000137231,0.000137348
0.1,-0.024299817,-32483.6,0.0135127,0.00628411,0.0249379,0.0308102,0.0322959,0.00125463,0.00249848,0.00321421,0.00334287,0.00337041,0.000108873,0.000177665,0.000196369,0.00019884,0.00019931
0.12,-0.035346927,-41295.9,0.013112,0.0073972,0.0209244,0.0311697,0.0345866,0.00152088,0.00263529,0.00367283,0.00396267,0.00403923,0.000136628,0.000229003,0.00026524,0.000271895,0.000273406
0.14,-0.039753021,-50985.0,-0.00251423,0.00456901,0.00585491,0.0189157,0.0248589,0.00162686,0.00275495,0.00394062,0.00446352,0.00463369,0.000168105,0.000282905,0.000341374,0.000356157,0.000360135
0.16,-0.034476917999999995,-58143.5,-0.0371904,-0.0274947,-0.0358137,-0.0248436,-0.0173861,0.00122981,0.0025257,0.00364104,0.00440424,0.00470842,0.000196672,0.000335712,0.000417191,0.000444835,0.000453557
0.18,-0.00026350935,-63188.2,0.0191935,0.01362,0.00613795,0.00918921,0.0147469,0.00104984,0.00238695,0.00334428,0.0042477,0.00468202,0.000219469,0.000384838,0.000487044,0.000531354,0.000547461
0.2,-0.045068955,-71237.2,0.0224462,0.00580665,0.00537204,-0.00166551,-0.00242334,0.00146624,0.00258121,0.00345938,0.00432294,0.00480526,0.000244629,0.00043452,0.000555081,0.000617061,0.000642334
0.22,-0.043922118,-82590.8,0.0105083,0.00746416,0.00869914,-0.00474362,-0.0134831,0.00179579,0.00271392,0.00360009,0.00425885,0.00464619,0.00027725,0.000487471,0.000625675,0.000702879,0.000736848
0.24,-0.047770221,-93466.6,-0.00597788,0.0118185,0.00598502,-0.00756962,-0.0202628,0.00184109,0.00290675,0.00374693,0.00413571,0.00430874,0.000313619,0.000543678,0.000699145,0.000786824,0.000826398
0.26,-0.049860405,-103096.0,-0.001118,0.0156481,0.00404148,-0.00608285,-0.0150502,0.00177013,0.00318142,0.0038472,0.00399919,0.0039556,0.000349731,0.00060456,0.000775087,0.000868173,0.000909041
0.28,-0.055780739999999995,-113239.0,0.00952955,0.00861878,0.0019081,-0.00493417,-0.00549515,0.00185425,0.00342409,0.00390669,0.00388902,0.00375015,0.000385975,0.000670615,0.000852626,0.000947055,0.000986099
0.3,-0.06065736,-120665.0,-0.0818804,-0.0970466,-0.0933303,-0.0964804,-0.0914751,0.00113074,0.00253981,0.00299247,0.00287487,0.00278045,0.000415824,0.000730253,0.000921617,0.00101469,0.0010514
0.32,0.030546246,-118641.0,-0.0828417,-0.117062,-0.110806,-0.10697,-0.103072,-0.000516483,0.000398719,0.000951111,0.000840365,0.00083498,0.000421967,0.000759639,0.000961053,0.00105185,0.00108756
