time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,0.00064696742,0.003889749974,-0.017251657280000002,23309.1908000007,-0.00183157,1.82637e-06,7.14089e-06,1.13318e-05,1.47644e-05,1.85813e-05,2.33409e-05,2.78901e-05,3.1415e-05,3.32672e-05,3.55773e-05,3.46599e-05,3.33187e-05,3.10291e-05,2.99825e-05,3.39272e-05,4.08179e-05,4.98078e-05
0.04,0.001833195496,0.002778943794,-0.008010846987000001,67417.5294000044,-0.00211405,1.26407e-06,6.38742e-06,1.05621e-05,1.39909e-05,1.78203e-05,2.258e-05,2.7129e-05,3.06539e-05,3.25063e-05,3.48165e-05,3.3899e-05,3.25578e-05,3.02682e-05,2.92212e-05,3.31662e-05,4.00568e-05,4.90469e-05
0.06,0.0021170168580000003,0.0022178987270000004,-0.006540203956,110515.0720999992,-0.00158826,3.4434e-07,4.92808e-06,9.00053e-06,1.24059e-05,1.629e-05,2.10544e-05,2.56029e-05,2.91285e-05,3.09811e-05,3.32912e-05,3.23735e-05,3.10322e-05,2.87426e-05,2.7695e-05,3.16404e-05,3.8531e-05,4.75213e-05
0.08,0.0015940202740000002,0.002324095279,-0.020179117530000002,153531.1325999993,-0.00221346,-7.32672e-07,2.90552e-06,6.64508e-06,1.00037e-05,1.39905e-05,1.87778e-05,2.33261e-05,2.68536e-05,2.87058e-05,3.10163e-05,3.0098e-05,2.87567e-05,2.64666e-05,2.54184e-05,2.93642e-05,3.6255e-05,4.52452e-05
0.1,0.0022213334,0.0017067137318,-0.028016205360000004,199348.8790000093,-0.00229331,-1.95401e-06,4.00458e-07,3.44341e-06,6.68784e-06,1.08166e-05,1.56653e-05,2.02181e-05,2.3749e-05,2.55998e-05,2.79116e-05,2.69921e-05,2.56508e-05,2.33597e-05,2.23112e-05,2.6257e-05,3.3148e-05,4.21383e-05
0.12,0.0023052139000000003,0.0009128655767,-0.012631150103,212446.5946999949,0.000350007,-3.08905e-06,-2.26403e-06,-3.28798e-07,2.63246e-06,6.92458e-06,1.18902e-05,1.64639e-05,2.0001e-05,2.1849e-05,2.41633e-05,2.32419e-05,2.19005e-05,1.96076e-05,1.85594e-05,2.25045e-05,2.93958e-05,3.83864e-05
0.14,-0.00033588291000000007,0.0010030213248,0.012616391788000001,169573.4627999866,0.00256608,-3.54594e-06,-4.24312e-06,-3.79865e-06,-1.4048e-06,3.02383e-06,8.17189e-06,1.2803e-05,1.6352e-05,1.81959e-05,2.05138e-05,1.95894e-05,1.82482e-05,1.59524e-05,1.49052e-05,1.88488e-05,2.57404e-05,3.47317e-05
0.16,-0.00255189726,0.0007740230509,0.02900349023,99586.2754999948,0.00220544,-3.09444e-06,-4.84959e-06,-6.14557e-06,-4.69648e-06,-2.42546e-07,5.14743e-06,9.89856e-06,1.34739e-05,1.53121e-05,1.76344e-05,1.67061e-05,1.53649e-05,1.30653e-05,1.20197e-05,1.59611e-05,2.2853e-05,3.18458e-05
0.18,-0.002191783638,0.0007450333011000001,0.040794786890000004,60099.8771999926,-0.000244457,-2.28534e-06,-4.33972e-06,-7.33411e-06,-7.23226e-06,-2.97754e-06,2.67901e-06,7.63782e-06,1.12692e-05,1.31029e-05,1.54289e-05,1.44961e-05,1.31546e-05,1.08503e-05,9.80659e-06,1.37454e-05,2.06378e-05,2.96332e-05
0.2,0.000259508414,0.0023676569290000003,0.05837933244000001,98655.3621000016,-0.00367062,-2.03936e-06,-3.88341e-06,-8.19387e-06,-9.73834e-06,-6.01878e-06,-1.43695e-07,5.12312e-06,8.86382e-06,1.07016e-05,1.30275e-05,1.209e-05,1.07478e-05,8.43833e-06,7.39626e-06,1.13324e-05,1.82259e-05,2.72251e-05
