time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,0.002097047,0.002811956,0.00163971,25983.4873,-0.0020909,1.80E-06,7.11E-06,1.13E-05,1.47E-05,1.86E-05,2.33E-05,2.79E-05,3.14E-05,3.32E-05,3.56E-05,3.46E-05,3.33E-05,3.10E-05,3.00E-05,3.39E-05,4.08E-05,4.98E-05
0.04,0.00209268,0.0028096,0.001649205,71323.0635,-0.00207513,1.19E-06,6.29E-06,1.05E-05,1.39E-05,1.77E-05,2.25E-05,2.70E-05,3.06E-05,3.24E-05,3.47E-05,3.38E-05,3.25E-05,3.02E-05,2.91E-05,3.31E-05,4.00E-05,4.89E-05
0.06,0.002078415,0.002809376,0.001657985,120547.4382,-0.0020548,1.86E-07,4.70E-06,8.76E-06,1.22E-05,1.61E-05,2.08E-05,2.54E-05,2.89E-05,3.07E-05,3.31E-05,3.21E-05,3.08E-05,2.85E-05,2.75E-05,3.14E-05,3.83E-05,4.73E-05
0.08,0.002061077,0.002787235,0.001695036,164931.0043,-0.00200396,-9.96E-07,2.49E-06,6.19E-06,9.53E-06,1.35E-05,1.83E-05,2.29E-05,2.64E-05,2.83E-05,3.06E-05,2.97E-05,2.83E-05,2.60E-05,2.50E-05,2.89E-05,3.58E-05,4.48E-05
0.1,0.00201293,0.002735455,0.001761188,205436.3802,-0.00196403,-2.25E-06,-1.40E-07,2.80E-06,5.99E-06,1.02E-05,1.50E-05,1.96E-05,2.31E-05,2.50E-05,2.73E-05,2.64E-05,2.50E-05,2.27E-05,2.17E-05,2.56E-05,3.25E-05,4.15E-05
0.12,0.001976308,0.002779792,0.001787757,242525.6376,-0.00198735,-3.53E-06,-3.04E-06,-1.31E-06,1.54E-06,5.94E-06,1.09E-05,1.55E-05,1.91E-05,2.09E-05,2.32E-05,2.23E-05,2.09E-05,1.87E-05,1.76E-05,2.16E-05,2.84E-05,3.74E-05
0.14,0.002002926,0.002786711,0.001725224,277004.1101,-0.00196235,-4.80E-06,-6.12E-06,-6.00E-06,-3.82E-06,7.84E-07,5.99E-06,1.06E-05,1.42E-05,1.60E-05,1.83E-05,1.74E-05,1.61E-05,1.38E-05,1.27E-05,1.67E-05,2.36E-05,3.26E-05
0.16,0.001982862,0.002696035,0.001781508,309026.0612,-0.00195488,-6.06E-06,-9.30E-06,-1.12E-05,-1.00E-05,-5.32E-06,1.84E-07,4.96E-06,8.54E-06,1.04E-05,1.27E-05,1.18E-05,1.04E-05,8.13E-06,7.09E-06,1.10E-05,1.79E-05,2.69E-05
0.18,0.001980075,0.002754847,0.001424124,338753.9809,-0.00193264,-7.31E-06,-1.25E-05,-1.67E-05,-1.70E-05,-1.24E-05,-6.54E-06,-1.52E-06,2.12E-06,3.95E-06,6.27E-06,5.34E-06,4.00E-06,1.69E-06,6.48E-07,4.59E-06,1.15E-05,2.05E-05
0.2,0.001963421,0.002840006,0.001079398,366400.294,-0.00193422,-8.54E-06,-1.58E-05,-2.25E-05,-2.46E-05,-2.04E-05,-1.42E-05,-8.85E-06,-5.09E-06,-3.26E-06,-9.26E-07,-1.87E-06,-3.22E-06,-5.52E-06,-6.57E-06,-2.63E-06,4.27E-06,1.33E-05
