time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,0.00558364,-0.010821151,-0.022311196,38904.26,-0.00305248,1.72E-06,7.02E-06,1.12E-05,1.47E-05,1.85E-05,2.32E-05,2.78E-05,3.13E-05,3.31E-05,3.55E-05,3.45E-05,3.32E-05,3.09E-05,2.99E-05,3.38E-05,4.07E-05,4.97E-05
0.04,0.003054847,-0.00347162,-0.010576511,-26916.3424,0.00772216,1.73E-06,6.89E-06,1.11E-05,1.45E-05,1.83E-05,2.31E-05,2.76E-05,3.11E-05,3.30E-05,3.53E-05,3.44E-05,3.31E-05,3.08E-05,2.97E-05,3.37E-05,4.06E-05,4.95E-05
0.06,-0.007723699,0.006718556,0.004626817,131481.9356,-0.0184355,1.24E-06,6.20E-06,1.03E-05,1.39E-05,1.76E-05,2.23E-05,2.69E-05,3.04E-05,3.23E-05,3.46E-05,3.36E-05,3.23E-05,3.00E-05,2.90E-05,3.29E-05,3.98E-05,4.88E-05
0.08,0.018440989,-0.020377719,-0.049324372,41625.5267,0.0198921,1.98E-07,4.66E-06,8.67E-06,1.23E-05,1.59E-05,2.07E-05,2.52E-05,2.87E-05,3.06E-05,3.29E-05,3.20E-05,3.06E-05,2.83E-05,2.73E-05,3.12E-05,3.81E-05,4.71E-05
0.1,-0.019887721,0.014876389,-0.022496537,-209271.6216,0.00869818,2.22E-06,6.32E-06,1.01E-05,1.37E-05,1.73E-05,2.20E-05,2.65E-05,3.01E-05,3.19E-05,3.42E-05,3.33E-05,3.20E-05,2.97E-05,2.86E-05,3.26E-05,3.95E-05,4.85E-05
0.12,-0.008710453,0.003504303,0.013871474,-85235.53306,-0.0228024,4.49E-06,9.63E-06,1.31E-05,1.66E-05,2.02E-05,2.48E-05,2.93E-05,3.28E-05,3.47E-05,3.70E-05,3.61E-05,3.47E-05,3.25E-05,3.14E-05,3.54E-05,4.22E-05,5.12E-05
0.14,0.022798846,-0.038841383,-0.070685857,-296187.8188,0.0354721,5.42E-06,1.25E-05,1.62E-05,1.95E-05,2.29E-05,2.75E-05,3.20E-05,3.55E-05,3.73E-05,3.96E-05,3.87E-05,3.74E-05,3.51E-05,3.40E-05,3.80E-05,4.49E-05,5.39E-05
0.16,-0.035483512,0.028356214,0.009209027,-371540.231,-0.016128,8.62E-06,1.79E-05,2.27E-05,2.59E-05,2.88E-05,3.33E-05,3.78E-05,4.13E-05,4.32E-05,4.55E-05,4.46E-05,4.32E-05,4.09E-05,3.99E-05,4.38E-05,5.07E-05,5.97E-05
0.18,0.016102913,-0.014368744,0.074324533,183055.3948,-0.0395568,7.24E-06,1.88E-05,2.55E-05,2.89E-05,3.13E-05,3.56E-05,4.00E-05,4.35E-05,4.54E-05,4.77E-05,4.68E-05,4.54E-05,4.31E-05,4.21E-05,4.60E-05,5.29E-05,6.19E-05
0.2,0.039562068,-0.034067854,0.002963108,108640.2015,0.0441443,2.11E-06,1.37E-05,2.28E-05,2.72E-05,2.88E-05,3.28E-05,3.72E-05,4.06E-05,4.25E-05,4.48E-05,4.39E-05,4.25E-05,4.02E-05,3.92E-05,4.31E-05,5.00E-05,5.90E-05
