time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.003895108,-0.000957873,-0.052476468,-44516.5405,0.00349799,2.27E-06,7.68E-06,1.19E-05,1.53E-05,1.91E-05,2.39E-05,2.84E-05,3.19E-05,3.38E-05,3.61E-05,3.52E-05,3.39E-05,3.16E-05,3.05E-05,3.45E-05,4.14E-05,5.03E-05
0.04,-0.003499621,0.000474314,-0.049034191,-120746.0659,0.00334338,3.29E-06,9.05E-06,1.33E-05,1.67E-05,2.05E-05,2.53E-05,2.98E-05,3.33E-05,3.52E-05,3.75E-05,3.66E-05,3.52E-05,3.29E-05,3.19E-05,3.58E-05,4.27E-05,5.17E-05
0.06,-0.003350188,0.002580653,-0.050498908,-186114.809,0.00216796,4.83E-06,1.15E-05,1.60E-05,1.93E-05,2.31E-05,2.79E-05,3.24E-05,3.59E-05,3.78E-05,4.01E-05,3.92E-05,3.79E-05,3.56E-05,3.45E-05,3.85E-05,4.54E-05,5.43E-05
0.08,-0.002177993,0.005463309,-0.056239187,-250329.8877,0.00357573,6.52E-06,1.48E-05,1.98E-05,2.30E-05,2.69E-05,3.16E-05,3.62E-05,3.97E-05,4.15E-05,4.39E-05,4.29E-05,4.16E-05,3.93E-05,3.83E-05,4.22E-05,4.91E-05,5.81E-05
0.1,-0.003589865,0.004795206,-0.065116486,-321533.8421,0.00356651,8.43E-06,1.88E-05,2.48E-05,2.80E-05,3.19E-05,3.67E-05,4.12E-05,4.47E-05,4.66E-05,4.89E-05,4.80E-05,4.66E-05,4.43E-05,4.33E-05,4.72E-05,5.41E-05,6.31E-05
0.12,-0.003586978,0.005120215,-0.073899734,-379978.9416,0.00255643,1.05E-05,2.33E-05,3.10E-05,3.43E-05,3.83E-05,4.30E-05,4.76E-05,5.11E-05,5.29E-05,5.52E-05,5.43E-05,5.30E-05,5.07E-05,4.97E-05,5.36E-05,6.05E-05,6.95E-05
0.14,-0.002585334,0.004988101,-0.077500655,-405931.7867,0.00112643,1.23E-05,2.78E-05,3.76E-05,4.17E-05,4.57E-05,5.04E-05,5.49E-05,5.84E-05,6.03E-05,6.26E-05,6.17E-05,6.03E-05,5.80E-05,5.70E-05,6.09E-05,6.78E-05,7.68E-05
0.16,-0.001163802,0.006033952,-0.071756559,-390176.5978,-0.000644241,1.34E-05,3.15E-05,4.41E-05,4.93E-05,5.36E-05,5.82E-05,6.27E-05,6.62E-05,6.80E-05,7.03E-05,6.94E-05,6.81E-05,6.58E-05,6.48E-05,6.87E-05,7.56E-05,8.46E-05
0.18,0.000598704,0.006682834,-0.061805261,-334230.6718,-0.00211369,1.37E-05,3.39E-05,4.94E-05,5.65E-05,6.15E-05,6.59E-05,7.03E-05,7.37E-05,7.56E-05,7.78E-05,7.70E-05,7.56E-05,7.34E-05,7.23E-05,7.63E-05,8.31E-05,9.21E-05
0.2,0.002064333,0.005472066,-0.050502172,-266362.9641,-0.0017083,1.31E-05,3.46E-05,5.31E-05,6.27E-05,6.87E-05,7.31E-05,7.72E-05,8.05E-05,8.24E-05,8.47E-05,8.38E-05,8.25E-05,8.03E-05,7.92E-05,8.32E-05,9.00E-05,9.90E-05
0.22,0.001659397,0.006101599,-0.043081074,-193435.5652,-0.00249498,1.20E-05,3.39E-05,5.50E-05,6.74E-05,7.52E-05,7.97E-05,8.35E-05,8.66E-05,8.85E-05,9.08E-05,8.99E-05,8.86E-05,8.64E-05,8.53E-05,8.93E-05,9.61E-05,0.000105047
0.24,0.002452529,0.005254046,-0.039562544,-134987.2061,-0.0012693,1.06E-05,3.20E-05,5.50E-05,7.06E-05,8.06E-05,8.57E-05,8.91E-05,9.19E-05,9.38E-05,9.61E-05,9.52E-05,9.39E-05,9.17E-05,9.06E-05,9.46E-05,0.00010143,0.000110318
0.26,0.001237529,0.005483087,-0.035087176,-87180.7637,-0.00156296,9.08E-06,2.95E-05,5.37E-05,7.21E-05,8.51E-05,9.12E-05,9.42E-05,9.66E-05,9.83E-05,0.000100658,9.98E-05,9.85E-05,9.63E-05,9.53E-05,9.92E-05,0.000106074,0.000114931
