time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.000640674,-0.001583363,0.003568229,-6136.32298,0.000498712,2.02E-06,7.37E-06,1.16E-05,1.50E-05,1.88E-05,2.36E-05,2.81E-05,3.16E-05,3.35E-05,3.58E-05,3.49E-05,3.36E-05,3.13E-05,3.02E-05,3.42E-05,4.11E-05,5.00E-05
0.04,-0.000498508,-0.002214223,-2.17E-05,-7900.9392,-0.000251062,2.11E-06,7.50E-06,1.17E-05,1.52E-05,1.89E-05,2.37E-05,2.82E-05,3.18E-05,3.36E-05,3.59E-05,3.50E-05,3.37E-05,3.14E-05,3.03E-05,3.43E-05,4.12E-05,5.02E-05
0.06,0.00025007,-0.001130722,0.004693482,212.7227,-0.000569011,2.10E-06,7.55E-06,1.18E-05,1.53E-05,1.90E-05,2.38E-05,2.83E-05,3.18E-05,3.37E-05,3.60E-05,3.51E-05,3.37E-05,3.15E-05,3.04E-05,3.44E-05,4.12E-05,5.02E-05
0.08,0.000568887,-0.000674925,-0.001313512,-1275.8883,0.000675721,2.04E-06,7.51E-06,1.18E-05,1.54E-05,1.91E-05,2.38E-05,2.83E-05,3.18E-05,3.37E-05,3.60E-05,3.51E-05,3.37E-05,3.14E-05,3.04E-05,3.43E-05,4.12E-05,5.02E-05
0.1,-0.00067596,-0.000931197,-0.000219537,-1468.4855,-0.000371372,2.04E-06,7.51E-06,1.19E-05,1.56E-05,1.92E-05,2.38E-05,2.83E-05,3.19E-05,3.37E-05,3.60E-05,3.51E-05,3.38E-05,3.15E-05,3.04E-05,3.44E-05,4.13E-05,5.03E-05
0.12,0.000370849,0.002091361,-0.000987955,-14286.8525,0.00115714,2.13E-06,7.63E-06,1.21E-05,1.58E-05,1.94E-05,2.40E-05,2.85E-05,3.20E-05,3.39E-05,3.62E-05,3.53E-05,3.39E-05,3.16E-05,3.06E-05,3.45E-05,4.14E-05,5.04E-05
0.14,-0.00115899,0.000612097,-0.000306334,-26685.4094,0.000236776,2.37E-06,7.99E-06,1.25E-05,1.62E-05,1.98E-05,2.44E-05,2.89E-05,3.24E-05,3.42E-05,3.65E-05,3.56E-05,3.43E-05,3.20E-05,3.09E-05,3.49E-05,4.18E-05,5.08E-05
0.16,-0.000239507,-0.000504985,-0.001720795,-55485.6007,0.00188197,2.80E-06,8.68E-06,1.33E-05,1.70E-05,2.07E-05,2.52E-05,2.96E-05,3.31E-05,3.50E-05,3.73E-05,3.63E-05,3.50E-05,3.27E-05,3.17E-05,3.56E-05,4.25E-05,5.15E-05
0.18,-0.00188646,0.001205697,-0.006003509,-49773.996,-0.00178495,3.22E-06,9.52E-06,1.43E-05,1.80E-05,2.17E-05,2.62E-05,3.06E-05,3.40E-05,3.59E-05,3.82E-05,3.73E-05,3.59E-05,3.37E-05,3.26E-05,3.65E-05,4.34E-05,5.24E-05
0.2,0.001781235,-0.000191361,0.00179958,-41585.9108,0.000598554,3.35E-06,1.01E-05,1.51E-05,1.88E-05,2.26E-05,2.71E-05,3.15E-05,3.49E-05,3.67E-05,3.90E-05,3.81E-05,3.68E-05,3.45E-05,3.34E-05,3.74E-05,4.43E-05,5.33E-05
0.22,-0.000600535,0.001784475,-0.003174997,-15805.1114,-0.00177602,3.23E-06,1.03E-05,1.57E-05,1.95E-05,2.32E-05,2.78E-05,3.21E-05,3.55E-05,3.73E-05,3.96E-05,3.87E-05,3.74E-05,3.51E-05,3.40E-05,3.80E-05,4.49E-05,5.38E-05
0.24,0.001776331,0.000538922,0.000538332,-4860.5075,0.000457575,2.97E-06,1.01E-05,1.59E-05,1.98E-05,2.37E-05,2.83E-05,3.26E-05,3.59E-05,3.77E-05,4.00E-05,3.91E-05,3.77E-05,3.54E-05,3.44E-05,3.83E-05,4.52E-05,5.42E-05
0.26,-0.000456379,-0.00079176,-0.001819655,-9313.1588,0.000551596,2.82E-06,9.80E-06,1.58E-05,2.01E-05,2.41E-05,2.87E-05,3.30E-05,3.63E-05,3.80E-05,4.03E-05,3.94E-05,3.80E-05,3.57E-05,3.47E-05,3.86E-05,4.55E-05,5.45E-05
0.28,-0.000552498,0.000914771,-0.002635106,-34000.9094,0.00128055,2.97E-06,9.83E-06,1.59E-05,2.06E-05,2.48E-05,2.94E-05,3.37E-05,3.69E-05,3.86E-05,4.09E-05,4.00E-05,3.86E-05,3.63E-05,3.53E-05,3.92E-05,4.61E-05,5.51E-05
0.3,-0.001285887,0.001676167,2.87E-05,-61238.9773,0.00118154,3.39E-06,1.03E-05,1.64E-05,2.14E-05,2.59E-05,3.06E-05,3.48E-05,3.81E-05,3.97E-05,4.19E-05,4.10E-05,3.96E-05,3.73E-05,3.63E-05,4.02E-05,4.71E-05,5.61E-05
0.32,-0.001190543,7.71E-05,-0.000876684,-33841.2399,-0.00330713,3.61E-06,1.08E-05,1.70E-05,2.21E-05,2.69E-05,3.18E-05,3.60E-05,3.92E-05,4.08E-05,4.30E-05,4.20E-05,4.07E-05,3.84E-05,3.74E-05,4.13E-05,4.82E-05,5.72E-05
0.34,0.003299706,0.000312082,0.002148305,-13775.4853,0.00108613,3.33E-06,1.08E-05,1.71E-05,2.22E-05,2.75E-05,3.25E-05,3.68E-05,4.00E-05,4.15E-05,4.36E-05,4.27E-05,4.13E-05,3.90E-05,3.80E-05,4.19E-05,4.88E-05,5.78E-05
0.36,-0.001089129,0.000808283,-4.29E-06,-26495.7516,0.00114565,3.17E-06,1.06E-05,1.71E-05,2.24E-05,2.79E-05,3.33E-05,3.76E-05,4.07E-05,4.22E-05,4.43E-05,4.33E-05,4.19E-05,3.97E-05,3.86E-05,4.26E-05,4.94E-05,5.84E-05
0.38,-0.001147349,1.33E-05,-0.000406053,-59590.1923,0.00143598,3.48E-06,1.09E-05,1.76E-05,2.30E-05,2.88E-05,3.44E-05,3.89E-05,4.20E-05,4.34E-05,4.54E-05,4.44E-05,4.31E-05,4.08E-05,3.97E-05,4.37E-05,5.05E-05,5.95E-05
0.4,-0.001438403,0.000449335,0.002992519,-91937.9856,0.00140018,4.05E-06,1.17E-05,1.85E-05,2.42E-05,3.01E-05,3.61E-05,4.07E-05,4.38E-05,4.51E-05,4.71E-05,4.61E-05,4.47E-05,4.24E-05,4.14E-05,4.53E-05,5.22E-05,6.12E-05
