time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.0058045020000000004,0.0006071516,-0.0010918893700000002,-72680.1581000087,0.00581334,2.46736e-06,7.90805e-06,1.21012e-05,1.55332e-05,1.93459e-05,2.41054e-05,2.86546e-05,3.21794e-05,3.40316e-05,3.63417e-05,3.54244e-05,3.40831e-05,3.17936e-05,3.0747e-05,3.46917e-05,4.15824e-05,5.05723e-05
0.04,-0.005816382,0.00058977743,-0.00107955705,-201171.2652999929,0.00581579,4.18054e-06,1.02144e-05,1.44575e-05,1.78713e-05,2.16729e-05,2.6431e-05,3.098e-05,3.45047e-05,3.63572e-05,3.86673e-05,3.77499e-05,3.64087e-05,3.41192e-05,3.30721e-05,3.70172e-05,4.39078e-05,5.28979e-05
0.06,-0.005826986,0.00057349721,-0.0010767585400000002,-340007.0334999907,0.0058174,6.98493e-06,1.46605e-05,1.92111e-05,2.25465e-05,2.63312e-05,3.10832e-05,3.56319e-05,3.91553e-05,4.10092e-05,4.33187e-05,4.24018e-05,4.10604e-05,3.8771e-05,3.77233e-05,4.16689e-05,4.85595e-05,5.75497e-05
0.08,-0.005835522,0.00054097417,-0.0010866741600000002,-466933.2227000004,0.00581205,1.03125e-05,2.08615e-05,2.63674e-05,2.96091e-05,3.33299e-05,3.80635e-05,4.26111e-05,4.61304e-05,4.79873e-05,5.02951e-05,4.93798e-05,4.80381e-05,4.57492e-05,4.47007e-05,4.86469e-05,5.55376e-05,6.45278e-05
0.1,-0.005838228,0.00051277831,-0.00104940407,-585941.941599995,0.00578586,1.38958e-05,2.8319e-05,3.57981e-05,3.91402e-05,4.26966e-05,4.73732e-05,5.19158e-05,5.54254e-05,5.72875e-05,5.95914e-05,5.86799e-05,5.73378e-05,5.50503e-05,5.40007e-05,5.7948e-05,6.48387e-05,7.38286e-05
0.12,-0.005821398,0.00053393362,-0.0010065455400000002,-693485.9790000072,0.00563792,1.75714e-05,3.65813e-05,4.72029e-05,5.11783e-05,5.44821e-05,5.90076e-05,6.35271e-05,6.70192e-05,6.88896e-05,7.11861e-05,7.02813e-05,6.89385e-05,6.66545e-05,6.56034e-05,6.95524e-05,7.64429e-05,8.54316e-05
0.14,-0.005686274,0.0006241760800000001,-0.0009930749400000002,-790590.087199995,0.00544782,2.12086e-05,4.52795e-05,6.01698e-05,6.56447e-05,6.87404e-05,7.29572e-05,7.73974e-05,8.08604e-05,8.27435e-05,8.50285e-05,8.41331e-05,8.27896e-05,8.05121e-05,7.94586e-05,8.34107e-05,9.03003e-05,9.92855e-05
0.16,-0.005511066000000001,0.00069723511,-0.0008942519300000001,-880725.5383000021,0.00559759,2.47502e-05,5.41564e-05,7.4309e-05,8.23588e-05,8.55347e-05,8.92648e-05,9.35015e-05,9.69109e-05,9.88117e-05,0.000101083,0.000100199,9.88546e-05,9.65875e-05,9.55308e-05,9.94875e-05,0.000106375,0.000115353
0.18,-0.005677012,0.0007816600000000001,-0.0007909916300000002,-970965.6552999954,0.00594416,2.82375e-05,6.31306e-05,8.93667e-05,0.000101128,0.000104958,0.000108093,0.000111919,0.000115216,0.000117137,0.000119398,0.000118526,0.000117181,0.000114928,0.000113868,0.000117831,0.000124714,0.000133678
0.2,-0.006037042000000001,0.0009945782,-0.0005718212500000001,-1058147.0273999944,0.0058072,3.17158e-05,7.22113e-05,0.00010518,0.000121726,0.000127041,0.00012964,0.000132787,0.000135851,0.000137784,0.000140043,0.000139185,0.000137842,0.000135606,0.000134543,0.000138513,0.00014539,0.000154333
0.22,-0.005908936,0.0010054503800000002,-0.00033255365000000003,-1134212.7667000154,0.00535366,3.51194e-05,8.13285e-05,0.00012154,0.000143807,0.000151614,0.000153972,0.000156172,0.000158797,0.000160701,0.000162976,0.000162138,0.000160799,0.000158582,0.000157519,0.000161495,0.000168362,0.00017728
0.24,-0.005457958000000001,0.00047976346,-0.00026173147000000004,-1201707.245099994,0.00545873,3.83749e-05,9.03634e-05,0.000138221,0.000166992,0.000178376,0.000181039,0.000182111,0.000184008,0.000185783,0.000188091,0.000187287,0.000185956,0.000183759,0.0001827,0.000186681,0.000193533,0.000202423
0.26,-0.005562568,-0.00013226697,-0.0004655107600000001,-1269572.2341000026,0.00584389,4.15453e-05,9.93197e-05,0.000155126,0.000191052,0.000207095,0.000210822,0.000210746,0.000211586,0.000213047,0.000215383,0.000214635,0.000213324,0.000211149,0.000210097,0.00021408,0.000220915,0.000229779
0.28,-0.005947480000000001,0.000147675957,-0.0010532093000000001,-1333818.6767000055,0.00544922,4.4699e-05,0.000108256,0.000172211,0.000215823,0.000237569,0.000243256,0.000242229,0.000241701,0.000242566,0.000244876,0.000244217,0.000242946,0.000240795,0.000239754,0.000243736,0.000250552,0.000259393
0.3,-0.005557992,0.00139712375,-0.0016181308000000002,-1378788.6950999962,0.00423328,4.76992e-05,0.000117024,0.000189247,0.000240958,0.000269393,0.000278007,0.000276453,0.000274346,0.000274242,0.000276388,0.000275854,0.000274655,0.000272536,0.000271507,0.000275486,0.000282282,0.000291105
0.32,-0.004355164000000001,0.0020940821,-0.0020528365000000003,-1397666.2258999932,0.00323326,5.02998e-05,0.000125252,0.000205798,0.00026593,0.000301954,0.000314486,0.000313033,0.000309294,0.000307796,0.00030953,0.000309141,0.000308062,0.000305992,0.000304974,0.000308947,0.000315724,0.000324533
0.34,-0.003372908,0.0007450697100000001,-0.0024604866,-1405030.8714999966,0.003231,5.24379e-05,0.00013267,0.000221497,0.000290324,0.000334719,0.000352144,0.00035159,0.00034636,0.000343047,0.000344001,0.000343734,0.000342832,0.000340844,0.000339834,0.000343802,0.000350562,0.000359353
0.36,-0.0033874940000000004,-0.0009166048099999999,-0.0027055314000000003,-1428648.0226999973,0.00445904,5.43742e-05,0.000139423,0.000236337,0.000314097,0.000367517,0.000390772,0.000392049,0.000385661,0.000380173,0.000379878,0.000379637,0.00037897,0.000377114,0.000376116,0.000380078,0.000386821,0.000395589
0.38,-0.00463155,-0.00035026783,-0.0023122814000000004,-1478479.0361000039,0.00526689,5.64895e-05,0.000146012,0.000250677,0.0003375,0.000400509,0.000430463,0.000434605,0.000427563,0.000419656,0.000417585,0.000417173,0.000416773,0.00041512,0.000414148,0.000418107,0.00042483,0.000433566
0.4,-0.005454504000000001,0.0018167031300000002,-0.00195195,-1539923.8813999996,0.0051164,5.89169e-05,0.000152846,0.000264888,0.000360714,0.000433809,0.000471274,0.00047937,0.00047232,0.000461893,0.000457526,0.000456633,0.000456476,0.000455115,0.000454203,0.000458161,0.000464859,0.000473554
0.42,-0.0053172900000000006,0.0028520492000000002,-0.0023776753,-1599953.0430999985,0.00496674,6.15205e-05,0.000159997,0.000279139,0.000383727,0.000467305,0.000513044,0.000526206,0.000519892,0.000507016,0.000499902,0.000498109,0.000498082,0.000497108,0.000496317,0.00050028,0.000506943,0.000515589
0.44,-0.00517715,0.0010855424800000001,-0.0024450998000000003,-1640426.0863000134,0.00368082,6.40581e-05,0.00016723,0.000293349,0.000406405,0.000500687,0.000555425,0.000574751,0.000569984,0.000554907,0.000544713,0.00054152,0.00054139,0.00054089,0.000540306,0.000544293,0.000550911,0.000559497
0.46,-0.0038960900000000005,-0.00078877535,-0.0016991975000000003,-1635394.6710999976,0.00119088,6.61163e-05,0.000173938,0.000307016,0.000428321,0.000533348,0.000597731,0.00062429,0.000621915,0.000605056,0.000591611,0.000586467,0.000585877,0.000585893,0.000585629,0.000589675,0.00059624,0.000604757
0.48,-0.001403776,0.00109310102,-0.0012676606800000002,-1582552.3398000035,-0.000344884,6.72629e-05,0.000179302,0.000319311,0.000448763,0.000564486,0.000639031,0.000673838,0.000674715,0.000656656,0.000639964,0.000632314,0.000630789,0.000631293,0.000631473,0.000635639,0.00064215,0.000650588
0.5,0.00014523234000000002,0.004010215,-0.00042487159000000003,-1513451.3584999947,-0.000165706,6.74802e-05,0.000182874,0.000329606,0.000467191,0.000593597,0.000678668,0.000722643,0.000727638,0.000709103,0.000689349,0.000678678,0.000675649,0.000676511,0.000677248,0.000681625,0.000688098,0.000696453
0.52,-5.839614000000001e-06,0.0026533430000000003,0.00098728201,-1476868.839800009,0.0021735,6.73023e-05,0.000185032,0.000337952,0.000483675,0.000620829,0.000716676,0.000770604,0.000780578,0.000762412,0.00073995,0.000725819,0.00072067,0.000721638,0.000723003,0.000727715,0.000734192,0.000742468
0.54,-0.0022993740000000003,-0.0015200164100000002,0.0027001689000000005,-1509412.3966000106,0.0054871,6.75735e-05,0.00018694,0.000345211,0.000498992,0.000646999,0.000753827,0.000818331,0.000834117,0.000817265,0.0007926,0.000774683,0.000766795,0.000767485,0.000769477,0.00077467,0.00078123,0.00078945
0.56,-0.005549808000000001,-0.0023930577000000003,0.0038343305,-1601928.9402999987,0.0071264,6.89131e-05,0.000189907,0.000352652,0.000514169,0.000673123,0.000791142,0.000866706,0.000889078,0.000874552,0.000848324,0.00082643,0.00081523,0.000815131,0.000817648,0.000823476,0.000830239,0.000838459
0.58,-0.007114074000000001,-0.00045887555999999996,0.0041937753,-1712197.3939000005,0.0068692,7.12698e-05,0.000194558,0.000361216,0.000529836,0.000699761,0.000829203,0.00091622,0.000945862,0.00093471,0.000907668,0.000881765,0.000866763,0.000865257,0.000868075,0.000874678,0.000881809,0.000890129
0.6,-0.006783744000000001,0.0019141694000000002,0.0032588127000000005,-1822073.4654999948,0.00728443,7.42182e-05,0.000200766,0.000371305,0.000546253,0.000727,0.000868084,0.000966919,0.00100442,0.000997676,0.000970662,0.000940883,0.000921709,0.000918096,0.000920862,0.000928334,0.000936039,0.000944614
0.62,-0.007154752,0.00098165089,-1.6691103000000002e-05,-1947126.0399000049,0.00903479,7.76231e-05,0.000208348,0.000383215,0.000563891,0.000755059,0.000907925,0.00101895,0.00106482,0.00106347,0.00103738,0.00100404,0.000980458,0.000973999,0.000976235,0.000984602,0.000993107,0.00100215
0.64,-0.008926302,-0.00033164824000000005,-0.0035801194000000007,-2076581.6881000027,0.00845313,8.1518e-05,0.000217244,0.000397171,0.000583381,0.000784372,0.000948995,0.00107258,0.0011273,0.00113224,0.00110801,0.00107158,0.00104351,0.00103346,0.00103458,0.00104377,0.00105331,0.00106306
0.66,-0.00846417,0.0023688786,-0.0051739116,-2131490.085640008,0.00279361,8.52301e-05,0.000226623,0.000412483,0.000604449,0.000814667,0.0009908,0.00112726,0.00119131,0.00120336,0.00118188,0.001143,0.00111052,0.00109618,0.00109552,0.00110536,0.00111612,0.00112685
0.68,-0.0030483860000000006,0.005978146900000001,-0.005267190500000001,-2075887.6220000004,-0.00140114,8.7527e-05,0.00023465,0.000427349,0.000625613,0.000844669,0.00103186,0.00118138,0.00125522,0.00127515,0.00125731,0.00121672,0.00118006,0.00116081,0.00115766,0.00116786,0.00117995,0.0011919
0.7,0.0007691772000000001,0.0053489106,-0.006751745000000001,-1972493.5079999915,-0.00140571,8.80261e-05,0.00023996,0.000440167,0.000645539,0.000873331,0.00107104,0.00123358,0.00131768,0.00134621,0.00133284,0.00129139,0.00125092,0.00122623,0.00121991,0.00123004,0.00124349,0.0012568
0.72,0.00027879940000000007,0.0025386933000000004,-0.007497461400000001,-1883212.6100999888,-0.0010471,8.74549e-05,0.000242653,0.000450422,0.000663861,0.00090059,0.00110833,0.00128367,0.00137836,0.0014162,0.00140812,0.00136668,0.0013229,0.00129241,0.00128224,0.0012918,0.00130647,0.00132119
0.74,-0.0006669740000000001,0.0021544457000000003,-0.0081472677,-1828031.5783999977,-0.000510854,8.66258e-05,0.000243681,0.000458345,0.000680647,0.00092682,0.00114431,0.00133205,0.00143752,0.00148532,0.00148334,0.00144282,0.00139631,0.00135982,0.00134522,0.00135359,0.00136918,0.00138517
0.76,-0.0018536122,0.00018773678,-0.0083140915,-1795364.9706999965,-0.0010019,8.59353e-05,0.000243996,0.000464461,0.000695911,0.000952261,0.00117952,0.00137919,0.00149539,0.00155375,0.0015587,0.00152001,0.00147141,0.0014289,0.0014094,0.0014159,0.00143192,0.00144884
0.78,-0.0020270998,-0.0019047633000000002,-0.0075689185000000015,-1753062.4067999867,-0.0030752,8.53204e-05,0.00024402,0.000469169,0.000709428,0.000976698,0.00121407,0.00142525,0.00155196,0.00162133,0.00163405,0.00159808,0.00154813,0.00149975,0.001475,0.00147889,0.00149463,0.00151196
0.8,-0.0005527829999999999,-0.00169738965,-0.007315408100000001,-1713307.3103000005,-0.00235062,8.46369e-05,0.000243812,0.000472736,0.000720996,0.000999694,0.00124779,0.00147024,0.0016071,0.00168777,0.00170905,0.00167669,0.00162616,0.00157225,0.00154206,0.00154257,0.00155715,0.00157413
0.82,-0.0017417224000000002,-0.000558943,-0.0065238888000000005,-1742114.6310999985,0.00197895,8.44312e-05,0.000244044,0.000476046,0.000731303,0.00102156,0.0012811,0.00151484,0.00166148,0.00175351,0.00178407,0.00175624,0.00170592,0.001647,0.00161131,0.00160764,0.00162003,0.00163571
0.84,-0.006372212,-0.0014365209100000002,-0.0057860946000000005,-1843366.9389999963,0.00331337,8.55204e-05,0.000245962,0.000480515,0.000741804,0.00104334,0.00131494,0.00156029,0.00171643,0.00181973,0.00186011,0.0018377,0.00178846,0.00172517,0.00168409,0.00167545,0.00168447,0.00169779
0.86,-0.007831824000000001,-0.0052968685,-0.0026046163000000002,-1985802.093699992,0.00445064,8.80147e-05,0.000250314,0.00048719,0.000753705,0.00106591,0.0013499,0.00160739,0.00177298,0.00188731,0.00193783,0.00192174,0.00187448,0.00180764,0.00176136,0.00174699,0.0017514,0.00176117
0.88,-0.008884656,-0.0074243862,0.004700796100000001,-2165240.2666999996,0.00701553,9.17199e-05,0.000257302,0.000496803,0.000767958,0.00108996,0.00138632,0.00165657,0.00183182,0.00195693,0.00201766,0.00200872,0.00196441,0.00189494,0.00184377,0.00182293,0.00182148,0.00182648
0.9,-0.011141988000000002,-0.0036490619,0.0116001314,-2411251.8094000015,0.0115632,9.68554e-05,0.000267317,0.000510353,0.000785842,0.00111668,0.00142502,0.00170859,0.00189397,0.00202967,0.00210048,0.00209937,0.00205904,0.00198799,0.0019323,0.00190432,0.00189576,0.00189479
0.92,-0.015164160000000001,-0.0028932640000000004,0.014530945000000002,-2754087.470999996,0.0174575,0.000104005,0.000281262,0.000529249,0.000809159,0.0011479,0.00146752,0.00176479,0.00196091,0.00210717,0.00218781,0.00219506,0.00215974,0.00208823,0.00202847,0.00199274,0.00197594,0.00196786
0.94,-0.020327648,-0.008041486200000001,0.014494051,-3115482.76599999,0.0160093,0.000113141,0.000299586,0.000554396,0.000839317,0.0011851,0.00151513,0.0018262,0.00203369,0.00219066,0.00228087,0.00229684,0.00226751,0.00219674,0.0021334,0.00208943,0.00206337,0.00204718
0.96,-0.017964144000000005,-0.010576476900000001,0.010830748500000001,-3282474.906000007,0.00375522,0.000122128,0.00032006,0.000584088,0.000875124,0.00122732,0.00156679,0.00189146,0.0021108,0.00227882,0.00237848,0.00240337,0.00238087,0.00231208,0.00224571,0.00219309,0.00215694,0.00213182
0.98,-0.004632254000000001,-0.0062234909,0.0066943019000000005,-3252430.5139999907,0.00226046,0.000128289,0.000338553,0.000614536,0.000913298,0.0012717,0.00161966,0.00195738,0.00218886,0.00236837,0.00247756,0.00251146,0.00249649,0.00243084,0.00236206,0.00230055,0.00225368,0.00221904
1.0,-0.0019348626000000003,-0.0014773691900000002,0.0034062886,-3384719.6809999943,0.0228084,0.000133027,0.000354672,0.000644937,0.000953539,0.00131853,0.00167419,0.00202411,0.00226769,0.0024592,0.00257829,0.00262125,0.00261429,0.00255286,0.00248233,0.00241184,0.00235388,0.00230937
