time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.0018089072760000002,-0.0010851568486,-0.0005336434246000001,-22644.6662000069,0.0018069,2.13143e-06,7.506e-06,1.16983e-05,1.51367e-05,1.89454e-05,2.37048e-05,2.82539e-05,3.17788e-05,3.3631e-05,3.59411e-05,3.50237e-05,3.36825e-05,3.13929e-05,3.03463e-05,3.4291e-05,4.11817e-05,5.01717e-05
0.04,-0.001807496262,-0.0010834215073000002,-0.0005344497015,-62647.3879000038,0.00180141,2.6637e-06,8.22309e-06,1.24335e-05,1.58912e-05,1.96706e-05,2.4427e-05,2.89754e-05,3.25009e-05,3.43533e-05,3.66633e-05,3.57459e-05,3.44047e-05,3.21152e-05,3.10681e-05,3.50131e-05,4.19038e-05,5.08939e-05
0.06,-0.0018052497320000002,-0.0010817153380000002,-0.0005373191824,-105402.1115000036,0.0017965,3.53406e-06,9.60209e-06,1.39201e-05,1.73928e-05,2.11261e-05,2.58704e-05,3.04174e-05,3.39438e-05,3.57964e-05,3.81061e-05,3.71889e-05,3.58475e-05,3.3558e-05,3.25104e-05,3.64559e-05,4.33465e-05,5.23367e-05
0.08,-0.0018022049320000001,-0.0010788790529,-0.0005395961428000001,-144453.5331,0.00179161,4.56553e-06,1.15239e-05,1.61632e-05,1.96554e-05,2.33195e-05,2.80349e-05,3.25793e-05,3.61046e-05,3.79579e-05,4.02674e-05,3.93507e-05,3.80091e-05,3.57195e-05,3.46712e-05,3.86172e-05,4.55079e-05,5.44981e-05
0.1,-0.0017998924020000001,-0.0010749359896,-0.0005428575724,-180799.7987999961,0.00179096,5.67519e-06,1.38388e-05,1.91261e-05,2.27028e-05,2.6263e-05,3.0924e-05,3.54598e-05,3.8981e-05,4.08362e-05,4.31452e-05,4.22295e-05,4.08876e-05,3.85981e-05,3.75492e-05,4.14956e-05,4.83865e-05,5.73766e-05
0.12,-0.0018020441340000002,-0.0010712392427,-0.0005385364985000001,-214617.0134000048,0.00177351,6.81733e-06,1.64144e-05,2.27225e-05,2.65502e-05,2.99782e-05,3.45459e-05,3.90575e-05,4.25711e-05,4.44296e-05,4.67365e-05,4.58228e-05,4.44806e-05,4.21917e-05,4.11422e-05,4.50891e-05,5.19801e-05,6.09699e-05
0.14,-0.0017890654100000002,-0.001066487928,-0.0005337530484,-246057.2102999899,0.00177285,7.96372e-06,1.91523e-05,2.68385e-05,3.11864e-05,3.44942e-05,3.89149e-05,4.33724e-05,4.68725e-05,4.87344e-05,5.1038e-05,5.01272e-05,4.87847e-05,4.64974e-05,4.54472e-05,4.93948e-05,5.62856e-05,6.52741e-05
0.16,-0.0017931592580000002,-0.0010626875457,-0.0005526954147000001,-275473.6793999967,0.00177541,9.10285e-06,2.1985e-05,3.13631e-05,3.65644e-05,3.98404e-05,4.40577e-05,4.84107e-05,5.18841e-05,5.37491e-05,5.60486e-05,5.51417e-05,5.37988e-05,5.15143e-05,5.04632e-05,5.4412e-05,6.13021e-05,7.02879e-05
0.18,-0.001801112676,-0.0010511376216000002,-0.0005555666831,-302912.3065999942,0.00176043,1.02295e-05,2.48709e-05,3.62024e-05,4.26069e-05,4.60318e-05,5.0011e-05,5.41865e-05,5.76053e-05,5.94723e-05,6.17682e-05,6.08658e-05,5.95224e-05,5.7242e-05,5.61899e-05,6.01405e-05,6.70291e-05,7.60101e-05
0.2,-0.001789734914,-0.0010449662663,-0.0005599115951,-328533.6266000092,0.00174478,1.13387e-05,2.77828e-05,4.12781e-05,4.92163e-05,5.30524e-05,5.68111e-05,6.07194e-05,6.4036e-05,6.58978e-05,6.81929e-05,6.7295e-05,6.59518e-05,6.36764e-05,6.26234e-05,6.65763e-05,7.34624e-05,8.24363e-05
0.22,-0.0017758802600000001,-0.0010450247973000002,-0.0005641505584000001,-352754.5133000049,0.00178129,1.24312e-05,3.07081e-05,4.6531e-05,5.6293e-05,6.08597e-05,6.449e-05,6.80427e-05,7.11848e-05,7.30212e-05,7.5319e-05,7.44275e-05,7.3086e-05,7.08159e-05,6.97626e-05,7.37176e-05,8.06003e-05,8.95657e-05
