time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,0.000491745,-0.003355118,-0.000556234,1597.4271,-0.000125608,1.97E-06,7.31E-06,1.15E-05,1.49E-05,1.88E-05,2.35E-05,2.81E-05,3.16E-05,3.34E-05,3.57E-05,3.48E-05,3.35E-05,3.12E-05,3.02E-05,3.41E-05,4.10E-05,5.00E-05
0.04,0.000126192,-0.003772816,0.000288191,14849.263,-0.000996528,1.86E-06,7.18E-06,1.14E-05,1.49E-05,1.86E-05,2.34E-05,2.79E-05,3.14E-05,3.33E-05,3.56E-05,3.47E-05,3.34E-05,3.11E-05,3.00E-05,3.40E-05,4.09E-05,4.98E-05
0.06,0.000996754,-0.00408482,-2.36E-05,28822.7129,-0.000346383,1.60E-06,6.80E-06,1.10E-05,1.46E-05,1.83E-05,2.30E-05,2.75E-05,3.11E-05,3.29E-05,3.52E-05,3.43E-05,3.30E-05,3.07E-05,2.96E-05,3.36E-05,4.05E-05,4.95E-05
0.08,0.000347821,-0.003668762,-0.000183173,59135.9446,-0.00204611,1.15E-06,6.09E-06,1.03E-05,1.41E-05,1.76E-05,2.22E-05,2.68E-05,3.03E-05,3.22E-05,3.45E-05,3.36E-05,3.22E-05,2.99E-05,2.89E-05,3.28E-05,3.97E-05,4.87E-05
0.1,0.00204905,-0.001647137,0.000452115,70982.4855,0.000510334,6.05E-07,5.10E-06,9.25E-06,1.31E-05,1.65E-05,2.11E-05,2.56E-05,2.92E-05,3.10E-05,3.33E-05,3.24E-05,3.11E-05,2.88E-05,2.77E-05,3.17E-05,3.86E-05,4.75E-05
0.12,-0.000506272,-0.000549157,0.000282494,72560.871,-0.000366435,2.24E-07,4.16E-06,8.11E-06,1.21E-05,1.54E-05,1.99E-05,2.43E-05,2.79E-05,2.97E-05,3.20E-05,3.11E-05,2.98E-05,2.75E-05,2.64E-05,3.04E-05,3.73E-05,4.63E-05
0.14,0.000370026,-0.003692384,0.000181402,89775.6108,-0.00171792,-1.04E-07,3.29E-06,6.89E-06,1.08E-05,1.41E-05,1.85E-05,2.29E-05,2.64E-05,2.82E-05,3.06E-05,2.96E-05,2.83E-05,2.60E-05,2.50E-05,2.89E-05,3.58E-05,4.48E-05
0.16,0.001723631,-0.001336216,-0.00010084,128230.4128,-0.00202493,-7.23E-07,2.13E-06,5.23E-06,9.02E-06,1.22E-05,1.65E-05,2.08E-05,2.43E-05,2.62E-05,2.85E-05,2.76E-05,2.62E-05,2.39E-05,2.29E-05,2.68E-05,3.37E-05,4.27E-05
0.18,0.002033575,-0.003052633,-0.000816249,172612.0359,-0.00212336,-1.63E-06,4.61E-07,2.98E-06,6.46E-06,9.51E-06,1.38E-05,1.80E-05,2.15E-05,2.33E-05,2.56E-05,2.47E-05,2.34E-05,2.11E-05,2.00E-05,2.40E-05,3.09E-05,3.99E-05
0.2,0.002136567,-0.004363643,-0.000472708,207422.653,-0.00140655,-2.65E-06,-1.61E-06,1.49E-07,3.21E-06,6.05E-06,1.03E-05,1.45E-05,1.79E-05,1.97E-05,2.20E-05,2.11E-05,1.98E-05,1.75E-05,1.64E-05,2.03E-05,2.72E-05,3.62E-05
0.22,0.001423766,-0.00322862,0.000286631,250587.9195,-0.00287996,-3.71E-06,-3.99E-06,-3.24E-06,-7.13E-07,1.80E-06,6.05E-06,1.02E-05,1.35E-05,1.53E-05,1.76E-05,1.67E-05,1.53E-05,1.30E-05,1.20E-05,1.59E-05,2.28E-05,3.18E-05
0.24,0.002901675,-0.002592117,0.000421074,295196.0431,-0.00219993,-4.92E-06,-6.72E-06,-7.29E-06,-5.48E-06,-3.37E-06,8.10E-07,4.96E-06,8.28E-06,9.98E-06,1.23E-05,1.14E-05,1.00E-05,7.70E-06,6.65E-06,1.06E-05,1.75E-05,2.65E-05
