time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,0.000251119,-0.002270662,-0.004363521,3019.2589,-0.000241786,1.96E-06,7.30E-06,1.15E-05,1.49E-05,1.87E-05,2.35E-05,2.80E-05,3.16E-05,3.34E-05,3.57E-05,3.48E-05,3.35E-05,3.12E-05,3.01E-05,3.41E-05,4.10E-05,5.00E-05
0.04,0.000242442,-0.001778115,-0.006770629,-14704.56367,0.00161894,2.04E-06,7.39E-06,1.16E-05,1.51E-05,1.88E-05,2.36E-05,2.81E-05,3.17E-05,3.35E-05,3.58E-05,3.49E-05,3.36E-05,3.13E-05,3.02E-05,3.42E-05,4.11E-05,5.01E-05
0.06,-0.001620196,-0.00024573,-0.002649475,-29880.4728,-1.83E-05,2.34E-06,7.78E-06,1.20E-05,1.55E-05,1.92E-05,2.40E-05,2.85E-05,3.21E-05,3.39E-05,3.62E-05,3.53E-05,3.40E-05,3.17E-05,3.06E-05,3.46E-05,4.15E-05,5.04E-05
0.08,1.66E-05,0.000220629,-4.68E-05,-66935.5865,0.00269461,2.84E-06,8.57E-06,1.29E-05,1.64E-05,2.01E-05,2.48E-05,2.93E-05,3.29E-05,3.47E-05,3.70E-05,3.61E-05,3.48E-05,3.25E-05,3.14E-05,3.54E-05,4.23E-05,5.13E-05
0.1,-0.002698327,-0.000616274,-0.003008769,-90668.8563,0.000137237,3.55E-06,9.82E-06,1.43E-05,1.78E-05,2.15E-05,2.62E-05,3.07E-05,3.42E-05,3.61E-05,3.84E-05,3.75E-05,3.61E-05,3.38E-05,3.28E-05,3.67E-05,4.36E-05,5.26E-05
0.12,-0.00014256,-0.003987538,0.000100108,-124859.3814,0.00233637,4.35E-06,1.14E-05,1.63E-05,1.99E-05,2.34E-05,2.81E-05,3.26E-05,3.61E-05,3.80E-05,4.03E-05,3.94E-05,3.80E-05,3.57E-05,3.47E-05,3.86E-05,4.55E-05,5.45E-05
0.14,-0.002344506,0.000578748,-0.001477076,-129856.8597,-0.000838275,5.07E-06,1.31E-05,1.86E-05,2.24E-05,2.58E-05,3.04E-05,3.49E-05,3.84E-05,4.03E-05,4.26E-05,4.17E-05,4.03E-05,3.80E-05,3.70E-05,4.09E-05,4.78E-05,5.68E-05
0.16,0.000827876,-0.000688257,-0.003012345,-148886.442,0.00232846,5.68E-06,1.48E-05,2.12E-05,2.52E-05,2.86E-05,3.31E-05,3.75E-05,4.10E-05,4.29E-05,4.52E-05,4.43E-05,4.29E-05,4.06E-05,3.96E-05,4.35E-05,5.04E-05,5.94E-05
0.18,-0.002341986,0.001696044,-0.000353831,-159998.1879,0.000129567,6.31E-06,1.64E-05,2.39E-05,2.85E-05,3.18E-05,3.62E-05,4.05E-05,4.40E-05,4.59E-05,4.82E-05,4.72E-05,4.59E-05,4.36E-05,4.26E-05,4.65E-05,5.34E-05,6.24E-05
0.2,-0.000145876,0.000337073,-0.000910122,-176636.821,0.0013424,6.94E-06,1.80E-05,2.68E-05,3.21E-05,3.56E-05,3.97E-05,4.40E-05,4.74E-05,4.92E-05,5.15E-05,5.06E-05,4.93E-05,4.70E-05,4.60E-05,4.99E-05,5.68E-05,6.58E-05
0.22,-0.001359868,-0.002075834,-0.004311808,-168656.9998,-0.000743247,7.41E-06,1.95E-05,2.95E-05,3.58E-05,3.96E-05,4.36E-05,4.76E-05,5.10E-05,5.28E-05,5.51E-05,5.42E-05,5.29E-05,5.06E-05,4.95E-05,5.35E-05,6.04E-05,6.94E-05
0.24,0.00072732,-0.000986762,-0.008257952,-185305.4335,0.00242211,7.81E-06,2.08E-05,3.22E-05,3.96E-05,4.38E-05,4.78E-05,5.16E-05,5.48E-05,5.66E-05,5.89E-05,5.80E-05,5.67E-05,5.44E-05,5.34E-05,5.73E-05,6.42E-05,7.32E-05
0.26,-0.002436892,-0.000702474,-0.00789995,-202172.7109,0.000587686,8.38E-06,2.23E-05,3.49E-05,4.36E-05,4.85E-05,5.26E-05,5.61E-05,5.92E-05,6.09E-05,6.32E-05,6.23E-05,6.10E-05,5.87E-05,5.77E-05,6.16E-05,6.85E-05,7.75E-05
0.28,-0.000602852,-0.000655511,-0.006412311,-234825.6758,0.00239895,9.14E-06,2.40E-05,3.80E-05,4.80E-05,5.38E-05,5.80E-05,6.13E-05,6.42E-05,6.58E-05,6.81E-05,6.72E-05,6.59E-05,6.36E-05,6.25E-05,6.65E-05,7.34E-05,8.23E-05
0.3,-0.002416564,0.001693538,0.001319562,-283402.2401,0.00304466,1.02E-05,2.62E-05,4.15E-05,5.28E-05,5.98E-05,6.45E-05,6.75E-05,7.01E-05,7.15E-05,7.38E-05,7.29E-05,7.16E-05,6.93E-05,6.83E-05,7.22E-05,7.91E-05,8.81E-05
0.32,-0.003067148,-0.001277415,0.011078824,-348308.5469,0.00360391,1.17E-05,2.92E-05,4.59E-05,5.86E-05,6.69E-05,7.21E-05,7.51E-05,7.73E-05,7.85E-05,8.07E-05,7.98E-05,7.85E-05,7.63E-05,7.52E-05,7.92E-05,8.60E-05,9.50E-05
0.34,-0.003633025,0.001066252,0.01211332,-376921.9988,0.000406682,1.33E-05,3.27E-05,5.11E-05,6.50E-05,7.48E-05,8.08E-05,8.38E-05,8.57E-05,8.66E-05,8.87E-05,8.78E-05,8.65E-05,8.43E-05,8.32E-05,8.72E-05,9.40E-05,0.000103005
0.36,-0.000441244,0.003597739,0.012040194,-431366.2536,0.00471185,1.48E-05,3.64E-05,5.68E-05,7.21E-05,8.33E-05,9.04E-05,9.36E-05,9.51E-05,9.57E-05,9.75E-05,9.67E-05,9.54E-05,9.32E-05,9.22E-05,9.61E-05,0.000102965,0.00011192
0.38,-0.004752783,0.000396215,0.008478507,-478043.3143,0.00170886,1.65E-05,4.04E-05,6.31E-05,8.00E-05,9.28E-05,0.000100948,0.000104627,0.000105946,0.000105987,0.000107575,0.000106724,0.000105489,0.000103276,0.000102233,0.000106177,0.00011304,0.000121988
0.4,-0.001756216,0.001093728,-0.002265718,-503892.977,0.00159347,1.81E-05,4.45E-05,6.98E-05,8.86E-05,0.000103031,0.00011236,0.000116662,0.0001179,0.00011743,0.000118612,0.000117699,0.000116503,0.000114326,0.000113286,0.00011723,0.000124089,0.000133029
0.42,-0.00164518,0.000518182,-0.000880183,-481277.7671,-0.00111158,1.91E-05,4.79E-05,7.62E-05,9.73E-05,0.000113425,0.00012399,0.000129079,0.000130388,0.000129412,0.00013009,0.000129044,0.000127878,0.000125751,0.00012472,0.000128666,0.000135519,0.000144448
0.44,0.001059032,-0.00332845,-0.000142108,-419854.9238,-0.00224564,1.93E-05,5.00E-05,8.14E-05,0.000105239,0.000123327,0.000135185,0.000141184,0.000142707,0.000141279,0.000141375,0.000140107,0.000138941,0.000136882,0.000135871,0.00013982,0.000146664,0.00015558
0.46,0.002197325,-0.002883581,0.001070515,-339066.2179,-0.00237277,1.85E-05,5.04E-05,8.50E-05,0.000111931,0.000132212,0.000145458,0.000152458,0.000154309,0.000152516,0.00015199,0.000150397,0.000149178,0.0001472,0.000146225,0.000150179,0.000157012,0.000165914
0.48,0.002329481,-0.004375803,-0.002138233,-258570.9546,-0.00261661,1.72E-05,4.93E-05,8.66E-05,0.000117054,0.000139873,0.000154664,0.000162735,0.000164999,0.000162946,0.000161801,0.000159776,0.000158428,0.000156534,0.000155614,0.000159579,0.0001664,0.000175287
0.5,0.002577875,-0.001924168,-0.003552276,-185618.0192,-0.00216118,1.55E-05,4.71E-05,8.64E-05,0.000120429,0.000146214,0.000162791,0.000172007,0.000174737,0.000172532,0.000170815,0.000168259,0.000166681,0.00016486,0.000164017,0.000168002,0.000174811,0.000183684
0.52,0.002126737,-0.003912227,-0.008681465,-118182.5111,-0.00263673,1.38E-05,4.40E-05,8.46E-05,0.000121949,0.000151126,0.000169841,0.000180308,0.000183534,0.000181271,0.000179061,0.000175898,0.000173975,0.000172192,0.000171445,0.000175464,0.000182264,0.000191123
0.54,0.002606708,-0.00386745,-0.01050265,-61529.2525,-0.00185465,1.20E-05,4.06E-05,8.15E-05,0.000121616,0.000154478,0.000175777,0.000187675,0.000191423,0.000189177,0.000186565,0.000182744,0.000180363,0.000178557,0.000177916,0.000181989,0.000188787,0.000197633
0.56,0.001838068,-0.004524841,-0.011127988,-6770.4844,-0.00260217,1.03E-05,3.69E-05,7.74E-05,0.000119534,0.000156147,0.000180515,0.000194131,0.000198453,0.000196274,0.000193346,0.000188848,0.000185906,0.00018399,0.00018345,0.000187602,0.000194412,0.000203248
0.58,0.002609455,-0.005172655,-0.012352027,37350.7663,-0.00169197,8.64E-06,3.32E-05,7.25E-05,0.000115865,0.000156044,0.000183907,0.000199651,0.000204664,0.000202582,0.0001994,0.000194229,0.000190649,0.000188518,0.00018805,0.000192306,0.000199151,0.000207988
0.6,0.001727065,-0.00137506,-0.011658952,53789.4519,-0.000286618,7.33E-06,2.98E-05,6.74E-05,0.000111035,0.000154378,0.000186011,0.000204395,0.000210318,0.000208361,0.000204949,0.000199124,0.000194862,0.000192398,0.00019195,0.00019633,0.00020324,0.000212101
0.62,0.000344174,-0.00071191,-0.006114376,58415.7472,-0.000975417,6.46E-06,2.70E-05,6.24E-05,0.000105539,0.000151486,0.000186961,0.000208535,0.00021571,0.00021394,0.00021028,0.000203828,0.000198866,0.000195951,0.000195444,0.000199961,0.000206973,0.00021589
0.64,0.001043364,-0.001267503,-0.008372997,57481.3055,-0.000403862,5.90E-06,2.47E-05,5.77E-05,9.97E-05,0.00014752,0.000186697,0.000211974,0.000220862,0.000219404,0.000215455,0.000208395,0.000202735,0.00019926,0.000198596,0.000203244,0.0002104,0.000219414
0.66,0.000466223,-0.001504746,-0.006396691,56206.2482,-0.000674504,5.53E-06,2.30E-05,5.35E-05,9.37E-05,0.000142641,0.00018519,0.00021457,0.000225707,0.00022479,0.000220519,0.000212845,0.000206497,0.000202371,0.000201439,0.000206196,0.000213537,0.000222693
0.68,0.000712849,-0.004495014,-0.00590174,76906.1761,-0.00244362,5.13E-06,2.14E-05,4.94E-05,8.76E-05,0.000136863,0.000182294,0.000216014,0.00022995,0.000229921,0.000225345,0.000217027,0.00020999,0.00020514,0.000203831,0.000208654,0.000216209,0.000225553
0.7,0.002438438,-0.006176007,-0.007563718,104758.9418,-0.00150931,4.49E-06,1.96E-05,4.54E-05,8.13E-05,0.000130124,0.000177821,0.000215926,0.00023315,0.000234473,0.00022971,0.000220695,0.000212943,0.000207311,0.000205528,0.000210355,0.000218137,0.000227705
0.72,0.001439432,-0.003431546,-0.013327925,140297.968,-0.00262041,3.63E-06,1.74E-05,4.11E-05,7.48E-05,0.000122564,0.000171838,0.000214166,0.000235044,0.000238276,0.000233576,0.000223815,0.000215283,0.000208816,0.000206481,0.000211238,0.000219236,0.000229049
0.74,0.002467623,-0.00197812,-0.013398021,152816.952,-0.000320146,2.77E-06,1.50E-05,3.67E-05,6.83E-05,0.000114511,0.000164669,0.000210851,0.000235588,0.00024133,0.000237094,0.000226566,0.000217157,0.000209795,0.000206849,0.000211455,0.000219632,0.000229686
0.76,7.28E-05,0.001334582,-0.007777716,129621.2745,0.000913608,2.28E-06,1.30E-05,3.27E-05,6.21E-05,0.000106611,0.000157037,0.000206525,0.000235139,0.000243984,0.000240756,0.000229507,0.000219098,0.000210762,0.000207164,0.000211538,0.000219828,0.000230088
0.78,-0.001257447,0.000993877,0.001261307,79261.9333,0.00144071,2.44E-06,1.19E-05,2.95E-05,5.68E-05,9.95E-05,0.000149717,0.000201832,0.000234155,0.000246637,0.000245061,0.000233239,0.000221714,0.000212297,0.000208008,0.000212074,0.000220388,0.000230785
0.8,-0.001870442,0.002113421,0.007898841,13623.3514,0.00227894,3.18E-06,1.21E-05,2.76E-05,5.27E-05,9.36E-05,0.000143225,0.000197235,0.000232933,0.000249475,0.000250243,0.000238116,0.000225407,0.000214769,0.000209741,0.000213425,0.000221655,0.000232089
