time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,0.000589878,-0.00329024,-0.001026348,-6363.9547,0.00051707,2.02E-06,7.38E-06,1.16E-05,1.50E-05,1.88E-05,2.36E-05,2.81E-05,3.16E-05,3.35E-05,3.58E-05,3.49E-05,3.36E-05,3.13E-05,3.02E-05,3.42E-05,4.11E-05,5.00E-05
0.04,-0.000516877,-0.004809448,0.003770375,-39079.1365,0.00224528,2.32E-06,7.76E-06,1.20E-05,1.55E-05,1.92E-05,2.40E-05,2.85E-05,3.20E-05,3.39E-05,3.62E-05,3.53E-05,3.39E-05,3.16E-05,3.06E-05,3.45E-05,4.14E-05,5.04E-05
0.06,-0.002247827,-0.001384782,0.003127568,-61735.7625,5.46E-06,2.89E-06,8.61E-06,1.29E-05,1.65E-05,2.01E-05,2.48E-05,2.94E-05,3.29E-05,3.48E-05,3.71E-05,3.62E-05,3.48E-05,3.25E-05,3.15E-05,3.54E-05,4.23E-05,5.13E-05
0.08,-9.07E-06,-0.001949153,0.006107216,-70209.6755,0.000362384,3.39E-06,9.64E-06,1.41E-05,1.78E-05,2.13E-05,2.60E-05,3.05E-05,3.41E-05,3.59E-05,3.82E-05,3.73E-05,3.60E-05,3.37E-05,3.26E-05,3.66E-05,4.35E-05,5.24E-05
0.1,-0.0003666,0.000674236,0.002763408,-80305.8898,0.000960536,3.78E-06,1.07E-05,1.56E-05,1.93E-05,2.27E-05,2.73E-05,3.18E-05,3.54E-05,3.72E-05,3.95E-05,3.86E-05,3.73E-05,3.50E-05,3.39E-05,3.79E-05,4.48E-05,5.38E-05
0.12,-0.000965253,-0.002262425,-0.009788814,-89383.7442,0.000247914,4.19E-06,1.17E-05,1.72E-05,2.11E-05,2.45E-05,2.89E-05,3.34E-05,3.69E-05,3.88E-05,4.11E-05,4.02E-05,3.88E-05,3.65E-05,3.55E-05,3.94E-05,4.63E-05,5.53E-05
0.14,-0.000254755,-0.002771068,-0.007181154,-116536.9296,0.00226489,4.70E-06,1.29E-05,1.91E-05,2.34E-05,2.66E-05,3.10E-05,3.54E-05,3.89E-05,4.07E-05,4.30E-05,4.21E-05,4.08E-05,3.85E-05,3.74E-05,4.14E-05,4.83E-05,5.73E-05
0.16,-0.002275051,0.000241269,-0.009271237,-113851.6753,-0.0015615,5.23E-06,1.42E-05,2.12E-05,2.60E-05,2.92E-05,3.34E-05,3.77E-05,4.11E-05,4.30E-05,4.53E-05,4.44E-05,4.30E-05,4.07E-05,3.97E-05,4.36E-05,5.05E-05,5.95E-05
0.18,0.001549146,0.002382506,-0.010132671,-52666.0449,-0.00364778,5.12E-06,1.48E-05,2.27E-05,2.80E-05,3.13E-05,3.54E-05,3.95E-05,4.29E-05,4.48E-05,4.71E-05,4.62E-05,4.48E-05,4.26E-05,4.15E-05,4.55E-05,5.23E-05,6.13E-05
0.2,0.00363837,0.002681662,-0.013753671,11249.0969,-0.00125787,4.22E-06,1.41E-05,2.30E-05,2.89E-05,3.26E-05,3.65E-05,4.04E-05,4.38E-05,4.56E-05,4.79E-05,4.70E-05,4.56E-05,4.34E-05,4.23E-05,4.63E-05,5.31E-05,6.21E-05
0.22,0.001252552,-0.00113506,-0.010137717,57789.6379,-0.00181765,3.13E-06,1.25E-05,2.21E-05,2.89E-05,3.30E-05,3.69E-05,4.06E-05,4.38E-05,4.56E-05,4.79E-05,4.70E-05,4.56E-05,4.34E-05,4.23E-05,4.63E-05,5.31E-05,6.21E-05
0.24,0.001817122,-0.000808993,-0.002474701,130578.9146,-0.0044231,1.84E-06,1.02E-05,2.00E-05,2.76E-05,3.24E-05,3.65E-05,3.99E-05,4.29E-05,4.47E-05,4.70E-05,4.61E-05,4.47E-05,4.24E-05,4.14E-05,4.53E-05,5.22E-05,6.12E-05
0.26,0.004428433,0.00158125,-0.011246763,138106.2838,0.0028315,5.58E-07,7.52E-06,1.69E-05,2.53E-05,3.10E-05,3.53E-05,3.86E-05,4.14E-05,4.29E-05,4.52E-05,4.43E-05,4.30E-05,4.07E-05,3.97E-05,4.36E-05,5.05E-05,5.95E-05
0.28,-0.002824323,0.003405925,-0.003018295,92595.5386,0.00158091,1.94E-07,5.68E-06,1.41E-05,2.28E-05,2.96E-05,3.44E-05,3.76E-05,4.01E-05,4.15E-05,4.38E-05,4.29E-05,4.16E-05,3.93E-05,3.82E-05,4.22E-05,4.91E-05,5.80E-05
0.3,-0.001576681,0.000500639,-0.004799247,-12951.1971,0.00558868,1.03E-06,5.62E-06,1.26E-05,2.11E-05,2.90E-05,3.47E-05,3.79E-05,4.02E-05,4.13E-05,4.35E-05,4.26E-05,4.13E-05,3.90E-05,3.80E-05,4.19E-05,4.88E-05,5.78E-05
0.32,-0.005587632,-0.001330462,-0.013438475,-151115.7921,0.00600961,3.06E-06,7.86E-06,1.35E-05,2.12E-05,3.00E-05,3.66E-05,4.01E-05,4.22E-05,4.30E-05,4.51E-05,4.42E-05,4.29E-05,4.06E-05,3.96E-05,4.35E-05,5.04E-05,5.94E-05
0.34,-0.00601319,-0.000915316,0.004056347,-236850.1872,0.000869091,5.65E-06,1.19E-05,1.66E-05,2.31E-05,3.24E-05,4.02E-05,4.43E-05,4.62E-05,4.67E-05,4.85E-05,4.76E-05,4.63E-05,4.41E-05,4.30E-05,4.70E-05,5.38E-05,6.28E-05
0.36,-0.000874662,0.001707809,-0.003957676,-319679.6698,0.00564211,8.08E-06,1.68E-05,2.15E-05,2.67E-05,3.59E-05,4.47E-05,4.96E-05,5.17E-05,5.18E-05,5.33E-05,5.24E-05,5.11E-05,4.88E-05,4.78E-05,5.17E-05,5.86E-05,6.76E-05
0.38,-0.005653028,0.000646003,-0.001577377,-348621.3674,-0.000926228,1.02E-05,2.18E-05,2.76E-05,3.18E-05,4.05E-05,5.00E-05,5.60E-05,5.84E-05,5.81E-05,5.93E-05,5.82E-05,5.70E-05,5.48E-05,5.37E-05,5.76E-05,6.45E-05,7.35E-05
0.4,0.00090558,-0.001413977,0.007877781,-366465.7552,0.00243302,1.18E-05,2.62E-05,3.42E-05,3.81E-05,4.57E-05,5.55E-05,6.28E-05,6.57E-05,6.52E-05,6.59E-05,6.47E-05,6.35E-05,6.13E-05,6.02E-05,6.42E-05,7.11E-05,8.00E-05
0.42,-0.002466401,0.000737999,-0.001197524,-459567.6612,0.0078021,1.34E-05,3.05E-05,4.13E-05,4.61E-05,5.26E-05,6.20E-05,7.04E-05,7.42E-05,7.37E-05,7.39E-05,7.24E-05,7.11E-05,6.90E-05,6.80E-05,7.19E-05,7.88E-05,8.77E-05
0.44,-0.007854379,-5.31E-05,0.007103126,-588012.4559,0.00555289,1.61E-05,3.60E-05,5.00E-05,5.66E-05,6.22E-05,7.09E-05,8.01E-05,8.48E-05,8.46E-05,8.43E-05,8.25E-05,8.11E-05,7.90E-05,7.80E-05,8.20E-05,8.88E-05,9.78E-05
0.46,-0.005621237,-0.002434847,0.010421648,-747432.706,0.00922663,1.96E-05,4.31E-05,6.07E-05,6.98E-05,7.52E-05,8.29E-05,9.23E-05,9.81E-05,9.83E-05,9.78E-05,9.55E-05,9.39E-05,9.19E-05,9.09E-05,9.49E-05,0.000101743,0.000110694
