time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.000300478,-0.001450221,0.00299462,-15786.0918,0.00127284,2.09E-06,7.45E-06,1.16E-05,1.51E-05,1.89E-05,2.37E-05,2.82E-05,3.17E-05,3.36E-05,3.59E-05,3.50E-05,3.36E-05,3.13E-05,3.03E-05,3.42E-05,4.11E-05,5.01E-05
0.04,-0.001273107,-0.003061134,0.00207513,-28409.3808,1.08E-05,2.36E-06,7.83E-06,1.20E-05,1.55E-05,1.93E-05,2.40E-05,2.86E-05,3.21E-05,3.40E-05,3.63E-05,3.54E-05,3.40E-05,3.17E-05,3.07E-05,3.46E-05,4.15E-05,5.05E-05
0.06,-1.29E-05,-0.003728013,0.002684153,-39498.2615,0.000671538,2.66E-06,8.37E-06,1.27E-05,1.62E-05,1.99E-05,2.46E-05,2.92E-05,3.27E-05,3.45E-05,3.69E-05,3.59E-05,3.46E-05,3.23E-05,3.13E-05,3.52E-05,4.21E-05,5.11E-05
0.08,-0.000673673,-0.002873629,0.001295749,-50341.2895,0.000583827,2.96E-06,9.02E-06,1.35E-05,1.72E-05,2.07E-05,2.54E-05,2.99E-05,3.35E-05,3.53E-05,3.76E-05,3.67E-05,3.54E-05,3.31E-05,3.20E-05,3.60E-05,4.29E-05,5.19E-05
0.1,-0.000586898,-0.004552272,0.00306399,-55689.9291,1.29E-05,3.27E-06,9.74E-06,1.46E-05,1.84E-05,2.18E-05,2.64E-05,3.09E-05,3.44E-05,3.63E-05,3.86E-05,3.77E-05,3.63E-05,3.40E-05,3.30E-05,3.69E-05,4.38E-05,5.28E-05
0.12,-1.64E-05,-0.005192859,0.002981007,-54159.6888,4.50E-05,3.48E-06,1.04E-05,1.57E-05,1.99E-05,2.30E-05,2.74E-05,3.19E-05,3.54E-05,3.73E-05,3.96E-05,3.87E-05,3.73E-05,3.51E-05,3.40E-05,3.80E-05,4.48E-05,5.38E-05
0.14,-4.99E-05,-0.004612953,0.003861744,-63236.96807,0.00101246,3.67E-06,1.10E-05,1.69E-05,2.15E-05,2.44E-05,2.87E-05,3.31E-05,3.66E-05,3.84E-05,4.07E-05,3.98E-05,3.85E-05,3.62E-05,3.51E-05,3.91E-05,4.60E-05,5.50E-05
0.16,-0.001018976,-0.005518239,0.001353631,-74862.03816,0.000428859,3.99E-06,1.18E-05,1.83E-05,2.34E-05,2.62E-05,3.02E-05,3.45E-05,3.80E-05,3.98E-05,4.21E-05,4.12E-05,3.99E-05,3.76E-05,3.65E-05,4.05E-05,4.74E-05,5.64E-05
0.18,-0.000437666,-0.004170904,0.002388972,-90583.2717,0.00103458,4.42E-06,1.27E-05,2.00E-05,2.57E-05,2.84E-05,3.22E-05,3.62E-05,3.96E-05,4.15E-05,4.38E-05,4.29E-05,4.15E-05,3.93E-05,3.82E-05,4.22E-05,4.90E-05,5.80E-05
0.2,-0.001043854,-0.005354726,0.002943798,-123552.4449,0.00219115,5.06E-06,1.40E-05,2.21E-05,2.85E-05,3.11E-05,3.47E-05,3.85E-05,4.18E-05,4.36E-05,4.59E-05,4.50E-05,4.37E-05,4.14E-05,4.04E-05,4.43E-05,5.12E-05,6.02E-05
0.22,-0.0022011,-0.006536342,0.002264848,-159373.0911,0.00141175,6.01E-06,1.59E-05,2.48E-05,3.19E-05,3.46E-05,3.80E-05,4.15E-05,4.47E-05,4.65E-05,4.88E-05,4.79E-05,4.65E-05,4.42E-05,4.32E-05,4.71E-05,5.40E-05,6.30E-05
0.24,-0.001420399,-0.005609402,0.004710663,-190438.8946,0.0015911,7.12E-06,1.82E-05,2.82E-05,3.59E-05,3.89E-05,4.21E-05,4.53E-05,4.83E-05,5.00E-05,5.23E-05,5.14E-05,5.00E-05,4.77E-05,4.67E-05,5.06E-05,5.75E-05,6.65E-05
0.26,-0.001599919,-0.007186784,0.003980133,-214290.3038,0.00125442,8.24E-06,2.08E-05,3.20E-05,4.05E-05,4.37E-05,4.69E-05,4.98E-05,5.25E-05,5.40E-05,5.63E-05,5.54E-05,5.41E-05,5.18E-05,5.08E-05,5.47E-05,6.16E-05,7.06E-05
0.28,-0.001266111,-0.006089973,0.004495577,-233095.6357,0.00117808,9.33E-06,2.35E-05,3.62E-05,4.56E-05,4.91E-05,5.24E-05,5.50E-05,5.73E-05,5.87E-05,6.09E-05,6.00E-05,5.87E-05,5.64E-05,5.54E-05,5.93E-05,6.62E-05,7.52E-05
0.3,-0.001194772,-0.004937567,0.004931999,-258403.8335,0.00196066,1.04E-05,2.62E-05,4.07E-05,5.12E-05,5.52E-05,5.85E-05,6.08E-05,6.28E-05,6.39E-05,6.60E-05,6.52E-05,6.38E-05,6.16E-05,6.05E-05,6.45E-05,7.13E-05,8.03E-05
0.32,-0.001984785,-0.005765678,0.004197393,-284423.9224,0.00143798,1.16E-05,2.91E-05,4.55E-05,5.74E-05,6.19E-05,6.53E-05,6.74E-05,6.91E-05,6.99E-05,7.18E-05,7.10E-05,6.96E-05,6.74E-05,6.63E-05,7.03E-05,7.72E-05,8.61E-05
0.34,-0.001468931,-0.008033688,0.00275152,-316016.4119,0.00221208,1.29E-05,3.22E-05,5.07E-05,6.41E-05,6.93E-05,7.29E-05,7.49E-05,7.63E-05,7.66E-05,7.84E-05,7.75E-05,7.62E-05,7.39E-05,7.28E-05,7.68E-05,8.37E-05,9.27E-05
0.36,-0.002247916,-0.007915934,0.002588729,-350548.0321,0.00209735,1.43E-05,3.55E-05,5.62E-05,7.14E-05,7.76E-05,8.14E-05,8.33E-05,8.44E-05,8.43E-05,8.57E-05,8.47E-05,8.35E-05,8.12E-05,8.02E-05,8.41E-05,9.10E-05,1.00E-04
0.38,-0.002136255,-0.006188428,0.003138407,-369009.7077,0.000794643,1.57E-05,3.89E-05,6.19E-05,7.91E-05,8.65E-05,9.08E-05,9.26E-05,9.34E-05,9.28E-05,9.38E-05,9.28E-05,9.15E-05,8.93E-05,8.82E-05,9.22E-05,9.90E-05,0.000107999
0.4,-0.000834385,-0.007404957,0.005414781,-385636.7733,0.00190441,1.69E-05,4.22E-05,6.77E-05,8.70E-05,9.58E-05,0.000100773,0.000102545,0.000103127,0.000101956,0.000102572,0.000101349,0.000100045,9.79E-05,9.68E-05,0.000100764,0.000107637,0.000116591
0.42,-0.001944206,-0.007633826,0.004152405,-408643.1933,0.00190232,1.81E-05,4.54E-05,7.36E-05,9.52E-05,0.000105737,0.000111466,0.000113344,0.000113672,0.000111955,0.000112075,0.000110618,0.000109258,0.000107103,0.000106073,0.000110027,0.000116891,0.000125833
0.44,-0.001943075,-0.009049528,0.003215627,-448744.1916,0.00300361,1.95E-05,4.88E-05,7.97E-05,0.000103893,0.000116302,0.00012306,0.000125178,0.000125269,0.000122981,0.000122567,0.000120806,0.000119337,0.000117211,0.000116205,0.000120164,0.000127018,0.000135947
0.46,-0.00304678,-0.008526097,0.004194047,-466059.9425,0.000419686,2.09E-05,5.23E-05,8.60E-05,0.000112925,0.000127461,0.000135475,0.000137999,0.000137887,0.00013501,0.000134027,0.000131893,0.000130254,0.000128142,0.000127167,0.000131134,0.000137977,0.000146893
0.48,-0.00046508,-0.008642448,0.006049572,-487780.2302,0.00263769,2.21E-05,5.57E-05,9.23E-05,0.000122095,0.000138987,0.000148483,0.000151603,0.000151352,0.000147872,0.000146284,0.000143712,0.000141833,0.000139712,0.000138772,0.000142753,0.000149585,0.000158488
0.5,-0.0026851,-0.008862697,0.00591468,-526220.8343,0.00295451,2.35E-05,5.93E-05,9.88E-05,0.000131585,0.000151053,0.000162255,0.000166182,0.000165884,0.000161803,0.000159569,0.000156497,0.00015431,0.000152141,0.000151233,0.000155233,0.000162057,0.000170947
0.52,-0.003003946,-0.008185345,0.004732785,-573472.5883,0.00278656,2.51E-05,6.32E-05,0.000105776,0.000141638,0.000163879,0.000177013,0.00018197,0.000181749,0.000177087,0.000174166,0.000170531,0.000167967,0.000165702,0.000164814,0.000168842,0.000175663,0.00018454
0.54,-0.002836526,-0.009625208,0.00163765,-638154.6653,0.0045488,2.70E-05,6.76E-05,0.000113341,0.000152405,0.000177595,0.000192882,0.000199108,0.000199109,0.000193913,0.000190265,0.000186002,0.000182997,0.000180577,0.000179687,0.000183749,0.000190574,0.000199441
