time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.000326494,-0.001056937,0.000538384,-12018.9548,0.000954697,2.06E-06,7.42E-06,1.16E-05,1.50E-05,1.89E-05,2.36E-05,2.82E-05,3.17E-05,3.35E-05,3.59E-05,3.49E-05,3.36E-05,3.13E-05,3.03E-05,3.42E-05,4.11E-05,5.01E-05
0.04,-0.000954771,0.000523184,-0.001078777,-16922.7803,-0.00148585,2.16E-06,7.56E-06,1.18E-05,1.52E-05,1.90E-05,2.38E-05,2.83E-05,3.18E-05,3.37E-05,3.60E-05,3.51E-05,3.37E-05,3.14E-05,3.04E-05,3.43E-05,4.12E-05,5.02E-05
0.06,-0.000375943,-0.000199282,0.000925064,-11991.4963,0.000565044,2.12E-06,7.54E-06,1.17E-05,1.52E-05,1.90E-05,2.38E-05,2.83E-05,3.18E-05,3.37E-05,3.60E-05,3.51E-05,3.37E-05,3.14E-05,3.04E-05,3.43E-05,4.12E-05,5.02E-05
0.08,-0.000563603,0.001623266,-0.000641113,-16866.0722,0.00079743,2.13E-06,7.56E-06,1.18E-05,1.52E-05,1.90E-05,2.38E-05,2.83E-05,3.19E-05,3.37E-05,3.60E-05,3.51E-05,3.38E-05,3.15E-05,3.04E-05,3.44E-05,4.13E-05,5.03E-05
0.1,-0.00079869,-0.000241089,-0.000196053,-25534.58976,0.000257267,2.31E-06,7.81E-06,1.21E-05,1.55E-05,1.93E-05,2.41E-05,2.86E-05,3.21E-05,3.40E-05,3.63E-05,3.54E-05,3.40E-05,3.18E-05,3.07E-05,3.47E-05,4.15E-05,5.05E-05
0.12,-0.000258505,-0.000204621,0.002310936,-31974.6308,0.000382687,2.53E-06,8.20E-06,1.25E-05,1.60E-05,1.98E-05,2.45E-05,2.91E-05,3.26E-05,3.44E-05,3.68E-05,3.58E-05,3.45E-05,3.22E-05,3.12E-05,3.51E-05,4.20E-05,5.10E-05
0.14,-0.000385104,-7.91E-05,6.82E-05,-31325.6072,-0.000181612,2.70E-06,8.62E-06,1.31E-05,1.65E-05,2.03E-05,2.51E-05,2.96E-05,3.31E-05,3.50E-05,3.73E-05,3.64E-05,3.50E-05,3.27E-05,3.17E-05,3.56E-05,4.25E-05,5.15E-05
0.16,0.000179814,-0.000524339,0.001292967,-37571.8047,0.000767019,2.85E-06,9.03E-06,1.37E-05,1.72E-05,2.10E-05,2.57E-05,3.02E-05,3.37E-05,3.56E-05,3.79E-05,3.70E-05,3.56E-05,3.33E-05,3.23E-05,3.62E-05,4.31E-05,5.21E-05
0.18,-0.000770312,-0.000633611,0.000798686,-43068.2395,0.000106916,3.04E-06,9.48E-06,1.44E-05,1.80E-05,2.17E-05,2.64E-05,3.10E-05,3.45E-05,3.63E-05,3.87E-05,3.77E-05,3.64E-05,3.41E-05,3.31E-05,3.70E-05,4.39E-05,5.29E-05
0.2,-0.00011081,-0.00188729,0.000111351,-54004.8945,0.000812195,3.28E-06,1.00E-05,1.52E-05,1.90E-05,2.27E-05,2.74E-05,3.19E-05,3.54E-05,3.73E-05,3.96E-05,3.87E-05,3.73E-05,3.50E-05,3.40E-05,3.79E-05,4.48E-05,5.38E-05
0.22,-0.000817796,-0.001423956,-0.000128762,-63665.1524,0.000387307,3.57E-06,1.06E-05,1.62E-05,2.03E-05,2.40E-05,2.86E-05,3.31E-05,3.66E-05,3.84E-05,4.07E-05,3.98E-05,3.85E-05,3.62E-05,3.51E-05,3.91E-05,4.60E-05,5.50E-05
0.24,-0.00039333,-0.000111511,0.001184441,-66781.0845,2.78E-05,3.84E-06,1.13E-05,1.72E-05,2.17E-05,2.54E-05,3.00E-05,3.44E-05,3.79E-05,3.97E-05,4.20E-05,4.11E-05,3.98E-05,3.75E-05,3.65E-05,4.04E-05,4.73E-05,5.63E-05
0.26,-3.40E-05,1.09E-05,0.00091989,-64498.8923,6.67E-05,4.01E-06,1.19E-05,1.83E-05,2.31E-05,2.69E-05,3.14E-05,3.58E-05,3.93E-05,4.11E-05,4.34E-05,4.25E-05,4.12E-05,3.89E-05,3.78E-05,4.18E-05,4.86E-05,5.76E-05
0.28,-7.12E-05,0.000800037,0.000718964,-64236.1299,0.000269333,4.12E-06,1.23E-05,1.93E-05,2.44E-05,2.85E-05,3.30E-05,3.73E-05,4.07E-05,4.25E-05,4.48E-05,4.39E-05,4.26E-05,4.03E-05,3.92E-05,4.32E-05,5.01E-05,5.90E-05
0.3,-0.000272597,0.00205257,-0.001540005,-68018.8793,0.000400596,4.25E-06,1.28E-05,2.03E-05,2.58E-05,3.02E-05,3.47E-05,3.89E-05,4.22E-05,4.40E-05,4.63E-05,4.54E-05,4.41E-05,4.18E-05,4.07E-05,4.47E-05,5.16E-05,6.05E-05
0.32,-0.000402981,0.000250193,0.000968526,-65856.0993,-0.000238763,4.39E-06,1.32E-05,2.12E-05,2.72E-05,3.19E-05,3.65E-05,4.06E-05,4.38E-05,4.56E-05,4.79E-05,4.70E-05,4.56E-05,4.34E-05,4.23E-05,4.63E-05,5.31E-05,6.21E-05
0.34,0.000233579,0.001320926,0.002790462,-64376.8711,0.000291507,4.47E-06,1.36E-05,2.20E-05,2.84E-05,3.36E-05,3.84E-05,4.24E-05,4.55E-05,4.72E-05,4.95E-05,4.86E-05,4.73E-05,4.50E-05,4.39E-05,4.79E-05,5.48E-05,6.37E-05
0.36,-0.000299665,-0.000337089,0.000721867,-58631.2051,-0.000337985,4.52E-06,1.38E-05,2.26E-05,2.95E-05,3.52E-05,4.03E-05,4.42E-05,4.73E-05,4.88E-05,5.11E-05,5.02E-05,4.89E-05,4.66E-05,4.55E-05,4.95E-05,5.64E-05,6.53E-05
0.38,0.00032766,-0.000234848,-0.002018978,-46704.3852,-0.000529356,4.47E-06,1.39E-05,2.30E-05,3.04E-05,3.66E-05,4.20E-05,4.61E-05,4.89E-05,5.04E-05,5.26E-05,5.17E-05,5.04E-05,4.81E-05,4.70E-05,5.10E-05,5.79E-05,6.69E-05
0.4,0.00051925,0.000779614,0.000623378,-44769.9786,0.000557243,4.38E-06,1.39E-05,2.33E-05,3.11E-05,3.79E-05,4.37E-05,4.78E-05,5.06E-05,5.19E-05,5.40E-05,5.31E-05,5.18E-05,4.95E-05,4.85E-05,5.24E-05,5.93E-05,6.83E-05
0.42,-0.000566749,-0.000658425,0.001495039,-44378.9833,-0.000256658,4.35E-06,1.38E-05,2.34E-05,3.16E-05,3.90E-05,4.53E-05,4.96E-05,5.24E-05,5.35E-05,5.55E-05,5.46E-05,5.33E-05,5.10E-05,5.00E-05,5.39E-05,6.08E-05,6.98E-05
0.44,0.000248659,-0.000700906,0.000790557,-51163.6943,0.000711048,4.39E-06,1.38E-05,2.35E-05,3.21E-05,4.01E-05,4.69E-05,5.15E-05,5.43E-05,5.52E-05,5.70E-05,5.61E-05,5.48E-05,5.25E-05,5.15E-05,5.54E-05,6.23E-05,7.13E-05
