time,wave_main,wave_second,wave_up,baseforce,acc_top,dis_5,dis_10,dis_17,dis_24,dis_32,dis_39,dis_47,dis_54,dis_62,dis_70,dis_78,dis_86,dis_95,dis_103,dis_112,dis_120,dis_128
0.02,-0.002711478,0.002302755,0.014077621,11090.441,-0.00088866,1.91E-06,7.24E-06,1.14E-05,1.49E-05,1.87E-05,2.34E-05,2.80E-05,3.15E-05,3.34E-05,3.57E-05,3.48E-05,3.34E-05,3.11E-05,3.01E-05,3.40E-05,4.09E-05,4.99E-05
0.04,0.000889711,-0.005592759,0.003159585,140407.019,-0.00990367,8.88E-07,5.98E-06,1.02E-05,1.37E-05,1.74E-05,2.22E-05,2.67E-05,3.03E-05,3.21E-05,3.44E-05,3.35E-05,3.22E-05,2.99E-05,2.88E-05,3.28E-05,3.97E-05,4.86E-05
0.06,0.009910252,-0.001216904,0.007755233,131576.087,0.00859166,-6.49E-07,3.58E-06,7.69E-06,1.13E-05,1.50E-05,1.97E-05,2.43E-05,2.78E-05,2.96E-05,3.19E-05,3.10E-05,2.97E-05,2.74E-05,2.64E-05,3.03E-05,3.72E-05,4.62E-05
0.08,-0.008583806,0.008190675,-0.007858293,6326.6349,0.00475953,-3.85E-07,2.69E-06,6.39E-06,1.01E-05,1.38E-05,1.85E-05,2.30E-05,2.65E-05,2.84E-05,3.07E-05,2.98E-05,2.84E-05,2.61E-05,2.51E-05,2.90E-05,3.59E-05,4.49E-05
0.1,-0.004759788,0.000659525,-0.009021341,40050.2439,-0.00961072,4.98E-07,3.14E-06,6.04E-06,9.58E-06,1.34E-05,1.81E-05,2.26E-05,2.61E-05,2.80E-05,3.03E-05,2.94E-05,2.80E-05,2.57E-05,2.47E-05,2.86E-05,3.55E-05,4.45E-05
0.12,0.009614792,-0.006646055,-0.009146752,126265.4701,0.000293117,-2.82E-07,2.43E-06,4.51E-06,7.61E-06,1.16E-05,1.63E-05,2.08E-05,2.43E-05,2.61E-05,2.84E-05,2.75E-05,2.62E-05,2.39E-05,2.28E-05,2.68E-05,3.37E-05,4.27E-05
0.14,-0.000282159,0.002561994,-1.59E-05,99405.2819,0.00390734,-1.07E-06,1.22E-06,2.74E-06,5.20E-06,9.09E-06,1.39E-05,1.84E-05,2.19E-05,2.38E-05,2.61E-05,2.52E-05,2.38E-05,2.15E-05,2.05E-05,2.44E-05,3.13E-05,4.03E-05
0.16,-0.003897014,0.001241611,0.018439278,116659.1792,-0.0054896,-1.14E-06,4.23E-07,1.41E-06,3.16E-06,6.81E-06,1.18E-05,1.64E-05,1.99E-05,2.17E-05,2.40E-05,2.31E-05,2.18E-05,1.95E-05,1.84E-05,2.24E-05,2.93E-05,3.82E-05
0.18,0.005501474,0.000194186,-0.005548557,193271.4604,-0.00301424,-2.00E-06,-1.10E-06,-8.38E-07,2.54E-07,3.51E-06,8.60E-06,1.33E-05,1.68E-05,1.86E-05,2.09E-05,2.00E-05,1.87E-05,1.64E-05,1.53E-05,1.93E-05,2.62E-05,3.52E-05
0.2,0.003030588,0.00086198,-0.020106801,115352.1549,0.00915192,-2.60E-06,-2.59E-06,-3.20E-06,-2.77E-06,1.48E-08,5.05E-06,9.92E-06,1.35E-05,1.53E-05,1.76E-05,1.67E-05,1.53E-05,1.30E-05,1.20E-05,1.59E-05,2.28E-05,3.18E-05
0.22,-0.009141308,0.003283346,-0.01470469,79208.6545,-0.0051234,-1.97E-06,-2.73E-06,-4.36E-06,-4.70E-06,-2.40E-06,2.45E-06,7.51E-06,1.12E-05,1.30E-05,1.53E-05,1.44E-05,1.30E-05,1.07E-05,9.68E-06,1.36E-05,2.05E-05,2.95E-05
0.24,0.005131148,0.001120233,-0.028404805,117256.2001,-0.00156026,-1.85E-06,-2.82E-06,-5.53E-06,-6.79E-06,-5.02E-06,-4.50E-07,4.73E-06,8.65E-06,1.05E-05,1.28E-05,1.18E-05,1.05E-05,8.15E-06,7.10E-06,1.10E-05,1.79E-05,2.70E-05
0.26,0.001572659,-0.001181825,-0.009115549,74040.4232,0.00604611,-1.97E-06,-3.03E-06,-6.63E-06,-8.91E-06,-7.82E-06,-3.57E-06,1.65E-06,5.80E-06,7.73E-06,9.99E-06,9.03E-06,7.67E-06,5.36E-06,4.31E-06,8.25E-06,1.51E-05,2.42E-05
0.28,-0.00603559,-0.005492321,0.007464343,3334.3668,0.000456462,-1.04E-06,-2.13E-06,-6.35E-06,-9.65E-06,-9.44E-06,-5.59E-06,-3.98E-07,3.97E-06,6.07E-06,8.34E-06,7.34E-06,5.97E-06,3.66E-06,2.60E-06,6.55E-06,1.34E-05,2.25E-05
0.3,-0.00045032,0.005570711,-0.004592788,90450.2729,-0.00884256,-7.17E-07,-1.43E-06,-6.07E-06,-1.03E-05,-1.11E-05,-7.78E-06,-2.69E-06,1.84E-06,4.18E-06,6.51E-06,5.49E-06,4.09E-06,1.77E-06,7.16E-07,4.66E-06,1.16E-05,2.06E-05
0.32,0.008853966,0.006424871,-0.020957365,66830.2558,0.00913945,-1.27E-06,-1.71E-06,-6.46E-06,-1.16E-05,-1.34E-05,-1.07E-05,-5.84E-06,-1.19E-06,1.42E-06,3.89E-06,2.84E-06,1.41E-06,-9.24E-07,-1.98E-06,1.96E-06,8.87E-06,1.79E-05
0.34,-0.0091289,0.000571201,-0.017336462,773.4503,-1.06E-05,-7.52E-07,-1.21E-06,-5.90E-06,-1.17E-05,-1.45E-05,-1.27E-05,-8.09E-06,-3.38E-06,-4.72E-07,2.22E-06,1.16E-06,-3.19E-07,-2.68E-06,-3.74E-06,2.07E-07,7.12E-06,1.61E-05
0.36,1.44E-05,0.003095635,-0.004414196,53447.5733,-0.0068671,-3.01E-07,-5.28E-07,-5.20E-06,-1.13E-05,-1.52E-05,-1.43E-05,-1.01E-05,-5.45E-06,-2.24E-06,7.41E-07,-2.80E-07,-1.81E-06,-4.20E-06,-5.26E-06,-1.32E-06,5.59E-06,1.46E-05
0.38,0.006873856,0.003359193,0.009803179,121357.6664,0.000719643,-1.23E-06,-1.26E-06,-5.87E-06,-1.22E-05,-1.69E-05,-1.70E-05,-1.35E-05,-8.90E-06,-5.40E-06,-2.08E-06,-3.00E-06,-4.58E-06,-7.02E-06,-8.09E-06,-4.15E-06,2.76E-06,1.18E-05
0.4,-0.000708873,-0.005022053,0.015527083,41321.6454,0.00719665,-1.57E-06,-1.95E-06,-6.43E-06,-1.28E-05,-1.82E-05,-1.93E-05,-1.67E-05,-1.23E-05,-8.49E-06,-4.80E-06,-5.55E-06,-7.14E-06,-9.65E-06,-1.07E-05,-6.80E-06,1.16E-07,9.13E-06
0.42,-0.007188346,-0.002026201,0.031490316,44074.8875,-0.00645177,-1.00E-06,-1.71E-06,-6.21E-06,-1.25E-05,-1.85E-05,-2.05E-05,-1.89E-05,-1.48E-05,-1.08E-05,-6.74E-06,-7.26E-06,-8.80E-06,-1.14E-05,-1.25E-05,-8.58E-06,-1.67E-06,7.35E-06
0.44,0.006463996,0.004658151,0.00061915,57033.3108,0.00239291,-1.06E-06,-1.69E-06,-6.32E-06,-1.25E-05,-1.89E-05,-2.18E-05,-2.13E-05,-1.77E-05,-1.36E-05,-9.13E-06,-9.34E-06,-1.08E-05,-1.34E-05,-1.46E-05,-1.07E-05,-3.78E-06,5.23E-06
0.46,-0.002374328,0.003592251,0.009130507,28640.1391,0.00236451,-1.09E-06,-1.62E-06,-6.28E-06,-1.25E-05,-1.91E-05,-2.29E-05,-2.34E-05,-2.06E-05,-1.64E-05,-1.16E-05,-1.14E-05,-1.27E-05,-1.54E-05,-1.67E-05,-1.28E-05,-5.83E-06,3.19E-06
0.48,-0.002348126,0.005354745,0.007579615,44910.8182,-0.00403643,-8.38E-07,-1.28E-06,-5.87E-06,-1.23E-05,-1.90E-05,-2.34E-05,-2.51E-05,-2.30E-05,-1.90E-05,-1.39E-05,-1.33E-05,-1.42E-05,-1.70E-05,-1.84E-05,-1.45E-05,-7.58E-06,1.45E-06
0.5,0.00404855,0.000930991,-0.005308575,93985.6873,-0.000986791,-1.31E-06,-1.62E-06,-6.15E-06,-1.27E-05,-1.96E-05,-2.45E-05,-2.72E-05,-2.60E-05,-2.24E-05,-1.70E-05,-1.59E-05,-1.65E-05,-1.92E-05,-2.07E-05,-1.69E-05,-1.00E-05,-9.59E-07
0.52,0.000989756,-0.001828441,0.024009843,154014.4685,-0.00329229,-2.34E-06,-2.92E-06,-7.39E-06,-1.40E-05,-2.11E-05,-2.64E-05,-3.01E-05,-2.98E-05,-2.66E-05,-2.11E-05,-1.96E-05,-1.98E-05,-2.24E-05,-2.39E-05,-2.02E-05,-1.33E-05,-4.30E-06
0.54,0.00327932,-0.002089669,0.013035108,216872.4545,-0.00280087,-3.69E-06,-5.16E-06,-9.73E-06,-1.63E-05,-2.37E-05,-2.93E-05,-3.38E-05,-3.44E-05,-3.19E-05,-2.65E-05,-2.44E-05,-2.41E-05,-2.65E-05,-2.81E-05,-2.45E-05,-1.77E-05,-8.67E-06
0.56,0.002770878,-0.003202693,0.02143141,232459.8471,0.000878535,-5.00E-06,-7.86E-06,-1.29E-05,-1.93E-05,-2.69E-05,-3.30E-05,-3.81E-05,-3.95E-05,-3.79E-05,-3.27E-05,-3.02E-05,-2.93E-05,-3.15E-05,-3.31E-05,-2.96E-05,-2.29E-05,-1.38E-05
0.58,-0.000920132,0.007686467,-0.013348621,151909.886,0.00485261,-5.29E-06,-9.62E-06,-1.56E-05,-2.20E-05,-2.97E-05,-3.62E-05,-4.20E-05,-4.41E-05,-4.33E-05,-3.86E-05,-3.57E-05,-3.43E-05,-3.61E-05,-3.76E-05,-3.42E-05,-2.76E-05,-1.86E-05
0.6,-0.004891832,0.00179773,-0.042195153,28754.8136,0.00451568,-4.12E-06,-9.21E-06,-1.64E-05,-2.33E-05,-3.11E-05,-3.78E-05,-4.42E-05,-4.70E-05,-4.71E-05,-4.30E-05,-3.98E-05,-3.78E-05,-3.91E-05,-4.05E-05,-3.73E-05,-3.08E-05,-2.19E-05
0.62,-0.004536686,-0.001902145,-0.020032441,42724.2442,-0.00626873,-2.84E-06,-7.61E-06,-1.61E-05,-2.38E-05,-3.17E-05,-3.87E-05,-4.55E-05,-4.89E-05,-5.00E-05,-4.65E-05,-4.33E-05,-4.08E-05,-4.15E-05,-4.27E-05,-3.95E-05,-3.32E-05,-2.44E-05
0.64,0.006287556,0.00220905,-0.042502031,80251.8173,0.00121793,-2.75E-06,-6.70E-06,-1.59E-05,-2.49E-05,-3.32E-05,-4.02E-05,-4.75E-05,-5.14E-05,-5.34E-05,-5.07E-05,-4.76E-05,-4.46E-05,-4.47E-05,-4.55E-05,-4.24E-05,-3.62E-05,-2.77E-05
0.66,-0.00114156,-0.005848986,0.012586703,55449.1796,0.00288155,-2.73E-06,-6.18E-06,-1.56E-05,-2.58E-05,-3.48E-05,-4.20E-05,-4.95E-05,-5.39E-05,-5.67E-05,-5.49E-05,-5.20E-05,-4.88E-05,-4.81E-05,-4.84E-05,-4.53E-05,-3.93E-05,-3.10E-05
