time,wave_main,wave_second,wave_up,baseforce,acc_6,acc_12,acc_18,acc_24,acc_30,acc_36,acc_42,vel_6,vel_12,vel_18,vel_24,vel_30,vel_36,vel_42,dis_6,dis_12,dis_18,dis_24,dis_30,dis_36,dis_42
0.02,-0.0009830963999999998,0.0112918947,0.01121454555,-10520.984947,0.00596283,0.00637386,0.00633218,0.00631959,0.00631799,0.00631781,0.0063177,5.96283e-05,6.37386e-05,6.33218e-05,6.31959e-05,6.31799e-05,6.31781e-05,6.3177e-05,9.9336e-06,1.39714e-05,1.84613e-05,2.55857e-05,3.3024e-05,4.04668e-05,4.05236e-05
0.04,-0.006328947,-0.0153299472,0.0033266688,-33963.67935,0.00458718,0.00701365,0.00694209,0.00684213,0.006827,0.00682515,0.00682448,0.000165129,0.000197614,0.000196065,0.000194813,0.00019463,0.000194608,0.000194599,1.21812e-05,1.65849e-05,2.10551e-05,2.81658e-05,3.56021e-05,4.30446e-05,4.31014e-05
0.06,-0.006859347,-0.00184277382,-0.0368492085,-23740.60808,-0.0175255,-0.0135073,-0.0128908,-0.0131738,-0.0132454,-0.0132526,-0.0132532,3.5745e-05,0.000132677,0.000136577,0.000131497,0.000130446,0.000130333,0.000130312,1.41899e-05,1.98878e-05,2.43816e-05,3.14289e-05,3.88529e-05,4.6294e-05,4.63505e-05
0.08,0.013229553,0.00601078095,0.02757367275,-16240.01405,0.0137498,0.013703,0.016104,0.0158252,0.0155992,0.0155716,0.0155719,-2.01226e-06,0.000134633,0.000168709,0.000158012,0.000153985,0.000153523,0.000153499,1.45272e-05,2.25609e-05,2.74344e-05,3.4324e-05,4.16972e-05,4.91326e-05,4.91886e-05
0.1,-0.015600491999999999,-0.00639460185,0.03166955415,-38262.3517,-0.00130245,-0.0050466,-0.00200554,-0.00147891,-0.00194942,-0.00204539,-0.00205799,0.000122461,0.000221197,0.000309693,0.000301475,0.000290483,0.000288784,0.000288638,1.57317e-05,2.61192e-05,3.22184e-05,3.89189e-05,4.61419e-05,5.35557e-05,5.361e-05
0.12,0.0019916265,-0.00135349971,-0.026559614250000002,-29265.12702,-0.00783676,-0.00687223,-0.0063447,-0.00429991,-0.00483875,-0.0050974,-0.00516255,3.10691e-05,0.000102008,0.000226191,0.000243687,0.000222601,0.000217357,0.000216432,1.7267e-05,2.93512e-05,3.75773e-05,4.43705e-05,5.12727e-05,5.86171e-05,5.86607e-05
0.14,0.0050729495999999995,0.010326837,-0.004683763499999999,-37110.0094,0.0156549,0.0180875,0.0164376,0.0191167,0.0191878,0.0186311,0.0185,0.00010925,0.000214161,0.00032712,0.000391855,0.000366092,0.000352694,0.000349806,1.86702e-05,3.25129e-05,4.31104e-05,5.07259e-05,5.71597e-05,6.43176e-05,6.43231e-05
0.16,-0.018644936999999997,0.00223343535,0.0433983225,-78068.904,0.00243432,0.00275278,0.00256685,0.00368161,0.00507414,0.00436624,0.00402136,0.000290142,0.000422564,0.000517164,0.000619838,0.000608711,0.000582668,0.000575019,2.26641e-05,3.88802e-05,5.15532e-05,6.08429e-05,6.69077e-05,7.36712e-05,7.35713e-05
0.18,-0.0042348309,-0.002606821905,-1.7541090450000002e-05,-74056.67406,-0.0136679,-0.00795756,-0.00652314,-0.00736436,-0.00510457,-0.00547037,-0.00618629,0.000177807,0.000370516,0.000477601,0.000583011,0.000608407,0.000571626,0.00055337,2.73436e-05,4.6811e-05,6.15009e-05,7.28714e-05,7.90789e-05,8.52141e-05,8.48552e-05
0.2,0.00590019,-0.00410834019,0.00719079855,-45093.76207,-0.0086338,-0.00479252,-0.00269387,-0.00340985,-0.0019062,-0.00124829,-0.0023484,-4.52103e-05,0.000243015,0.000385431,0.000475268,0.000538299,0.00050444,0.000468023,2.86696e-05,5.29463e-05,7.01312e-05,8.34541e-05,9.05459e-05,9.59748e-05,9.50692e-05
0.22,0.0020777706,0.00626524545,0.03178743555,-32335.95711,0.00105092,-0.0074357,-0.0030035,-0.00226432,-0.00236809,-0.000802394,-0.00164332,-0.000121039,0.000120733,0.000328457,0.000418527,0.000495556,0.000483933,0.000428106,2.70071e-05,5.65838e-05,7.72701e-05,9.23921e-05,0.000100884,0.000105859,0.00010403
0.24,0.0017618919,-0.0041791827600000005,-0.0180529596,-57518.1131,0.0218687,0.0129378,0.0161105,0.0186509,0.0178064,0.0192345,0.0196134,0.000108157,0.000175754,0.000459527,0.000582393,0.000649939,0.000668254,0.000607806,2.68783e-05,5.95486e-05,8.51499e-05,0.000102401,0.000112339,0.00011738,0.00011439
0.26,-0.018698436,0.0041788706399999995,0.00329768907,-95160.4854,-0.000854415,0.00302509,-0.00140946,0.00294147,0.00289311,0.00314479,0.00519389,0.000318299,0.000335383,0.000606538,0.000798317,0.000856934,0.000892047,0.000855879,3.11428e-05,6.466e-05,9.58106e-05,0.000116208,0.000127408,0.000132983,0.000129026
0.28,-0.0033719924999999996,0.01231716555,0.028852268249999997,-78348.375066,-0.019745,-0.00898288,-0.0161256,-0.0128022,-0.0110594,-0.0116872,-0.00866072,0.000112305,0.000275805,0.000431187,0.000699709,0.000775271,0.000806623,0.000821211,3.54489e-05,7.07719e-05,0.000106188,0.000131189,0.00014373,0.00014997,0.000145797
0.3,0.011116929,-0.003263401005,-0.01944728175,-19493.19089,-0.0180873,-0.017614,-0.0167352,-0.0186669,-0.0150997,-0.0151271,-0.0126257,-0.000266018,9.83634e-06,0.000102578,0.000385018,0.00051368,0.00053848,0.000608346,3.39118e-05,7.36283e-05,0.000111525,0.000142036,0.00015662,0.000163421,0.000160093
