time,wave_main,wave_second,wave_up,baseforce,acc_6,acc_12,acc_18,acc_24,acc_30,acc_36,acc_42,vel_6,vel_12,vel_18,vel_24,vel_30,vel_36,vel_42,dis_6,dis_12,dis_18,dis_24,dis_30,dis_36,dis_42
0.02,0.0012008867999999998,0.0002151057345,6.25490775e-05,74.80751,-5.8936e-05,-5.88618e-05,-5.87611e-05,-5.88134e-05,-5.88072e-05,-5.87905e-05,-5.87785e-05,-5.8936e-07,-5.88618e-07,-5.87611e-07,-5.88134e-07,-5.88072e-07,-5.87905e-07,-5.87785e-07,9.33142e-06,1.33281e-05,1.78222e-05,2.49479e-05,3.23864e-05,3.98291e-05,3.9886e-05
0.04,5.8890719999999996e-05,-0.00040150856700000003,-0.00010345485149999999,-1010.24442,0.000693091,0.000727419,0.000724154,0.000722714,0.00072251,0.000722496,0.000722502,5.75219e-06,6.09695e-06,6.06632e-06,6.05088e-06,6.04895e-06,6.04915e-06,6.04945e-06,9.38305e-06,1.33832e-05,1.7877e-05,2.50025e-05,3.2441e-05,3.98837e-05,3.99406e-05
0.06,-0.0007235931,-0.000932124705,0.00038088687,-3447.10296,0.000468029,0.000690013,0.000683521,0.00067437,0.000672739,0.0006726,0.000672468,1.73634e-05,2.02713e-05,2.01431e-05,2.00217e-05,2.00014e-05,2.00001e-05,1.99992e-05,9.61421e-06,1.36469e-05,1.81391e-05,2.52633e-05,3.27015e-05,4.01442e-05,4.02011e-05
0.08,-0.0006761375999999999,-8.69163165e-05,-0.000396503835,-3670.095233,-0.000991659,-0.000533913,-0.000485264,-0.000512298,-0.000519654,-0.000520448,-0.000520808,1.21271e-05,2.18323e-05,2.21257e-05,2.16424e-05,2.15323e-05,2.15216e-05,2.15158e-05,9.90911e-06,1.40679e-05,1.85617e-05,2.56799e-05,3.31168e-05,4.05594e-05,4.06162e-05
0.1,0.0005166707999999999,0.00069734544,-0.0007360626,-1476.53014,-0.000627363,-0.000460296,-0.000233072,-0.000264208,-0.000286502,-0.000289544,-0.000290061,-4.06313e-06,1.18902e-05,1.49423e-05,1.38774e-05,1.34707e-05,1.34217e-05,1.34071e-05,9.98975e-06,1.44051e-05,1.89324e-05,2.60351e-05,3.34668e-05,4.09089e-05,4.09655e-05
0.12,0.00028718559,0.000201683274,-0.00067694289,-662.06791,0.000292448,-0.00022152,0.000145289,0.000186943,0.000140911,0.000130802,0.000130225,-7.41228e-06,5.07201e-06,1.40645e-05,1.31047e-05,1.20148e-05,1.18343e-05,1.18087e-05,9.875e-06,1.45747e-05,1.92225e-05,2.63049e-05,3.37217e-05,4.11614e-05,4.12176e-05
0.14,-0.00013301157,-0.00088327359,0.000337702365,-1523.47459,0.000471628,-4.78051e-05,0.000104907,0.000316195,0.000262129,0.000234831,0.000231691,2.28487e-07,2.37876e-06,1.65664e-05,1.81361e-05,1.60452e-05,1.54906e-05,1.54279e-05,9.80316e-06,1.46492e-05,1.95288e-05,2.66173e-05,3.40023e-05,4.14347e-05,4.149e-05
0.16,-0.0002368695,-0.00078571008,0.000867485775,-1560.56781,-0.000381499,-0.000290159,-0.000572031,-0.000243716,-0.000237197,-0.000290935,-0.000304952,1.12978e-06,-1.00088e-06,1.18952e-05,1.88609e-05,1.62945e-05,1.49296e-05,1.46952e-05,9.81674e-06,1.4663e-05,1.98134e-05,2.69873e-05,3.43257e-05,4.17389e-05,4.17912e-05
0.18,0.00029468565,-0.0002589169785,0.000205502154,-1378.09073,0.000282143,0.000509222,0.000140844,0.000331296,0.000481649,0.000414214,0.000375371,1.36218e-07,1.18974e-06,7.5833e-06,1.97367e-05,1.87391e-05,1.61624e-05,1.53994e-05,9.8294e-06,1.46649e-05,2.00082e-05,2.73733e-05,3.4676e-05,4.20498e-05,4.20922e-05
0.2,-0.00039364095,0.000469094685,-0.0005789912700000001,-4208.7032,0.00149966,0.00151808,0.00145775,0.00133572,0.00161215,0.00158347,0.00150802,1.79542e-05,2.14628e-05,2.35692e-05,3.64068e-05,3.96771e-05,3.61391e-05,3.42333e-05,1.00103e-05,1.48914e-05,2.03197e-05,2.79347e-05,3.52602e-05,4.25728e-05,4.25885e-05
0.22,-0.0015350591999999997,0.00057151773,-0.00022796658300000002,-7720.38778,1.45189e-05,0.000441083,0.000528219,0.000258524,0.000492168,0.000570297,0.000469038,3.3096e-05,4.10544e-05,4.34289e-05,5.23492e-05,6.07203e-05,5.76768e-05,5.40039e-05,1.05208e-05,1.55166e-05,2.09897e-05,2.88223e-05,3.62642e-05,4.3511e-05,4.34709e-05
0.24,-0.00049129422,5.11083495e-05,-0.0001441424985,-6771.30579,-0.00172014,-0.000814796,-0.00074883,-0.000907796,-0.000885927,-0.000691964,-0.000762251,1.60398e-05,3.73173e-05,4.12228e-05,4.58565e-05,5.67827e-05,5.64601e-05,5.10718e-05,1.10122e-05,1.63003e-05,2.18362e-05,2.98043e-05,3.74392e-05,4.46523e-05,4.45216e-05
0.26,0.0007789331999999998,-0.000552491415,-0.0002886639015,-2638.67084,-0.00139727,-0.00128869,-0.00091498,-0.000953163,-0.00111527,-0.000906214,-0.000851589,-1.51343e-05,1.62825e-05,2.45847e-05,2.72469e-05,3.67707e-05,4.04783e-05,3.49334e-05,1.10212e-05,1.68363e-05,2.24943e-05,3.05354e-05,3.83747e-05,4.56217e-05,4.53817e-05
0.28,0.0009491661,-0.0003392419275,-0.001224882555,-27.62121,0.000329183,-0.000918317,-0.000190594,-0.000147053,-0.000335059,-0.000240866,-1.08683e-06,-2.58152e-05,-5.78757e-06,1.35289e-05,1.62447e-05,2.22675e-05,2.90075e-05,2.64066e-05,1.06117e-05,1.69413e-05,2.28754e-05,3.09703e-05,3.89651e-05,4.63166e-05,4.59951e-05
0.3,0.00019822118999999997,-0.00021326856150000002,1.165292115e-05,-1082.9322,0.00148052,0.000238069,0.000507273,0.000832491,0.000690978,0.000648177,0.00101856,-7.7182e-06,-1.259e-05,1.66957e-05,2.30991e-05,2.58267e-05,3.30806e-05,3.65814e-05,1.02764e-05,1.67575e-05,2.31777e-05,3.13637e-05,3.9446e-05,4.69375e-05,4.6625e-05
0.32,-0.0007584719999999999,-0.000494766555,0.00066274806,-3408.60762,0.000397261,0.000466885,-0.000296039,0.000347717,0.000284115,0.000196587,0.000534591,1.10596e-05,-5.5405e-06,1.88081e-05,3.49012e-05,3.55776e-05,4.15283e-05,5.21129e-05,1.03098e-05,1.65762e-05,2.35327e-05,3.19437e-05,4.00601e-05,4.76836e-05,4.75119e-05
0.34,-0.00029839997999999996,-0.000324800742,0.0009382742850000001,-2730.98001,-0.00117317,-0.000262966,-0.00133657,-0.00092933,-0.000752465,-0.000798941,-0.000649479,3.30049e-06,-3.50131e-06,2.48195e-06,2.90851e-05,3.08941e-05,3.55047e-05,5.0964e-05,1.04534e-05,1.64858e-05,2.37456e-05,3.25836e-05,4.07248e-05,4.84539e-05,4.85427e-05
0.36,0.0007809119999999999,-0.0002598880185,0.0001782279915,905.004582,-0.00113228,-0.000854357,-0.00113083,-0.00152032,-0.000988601,-0.000955541,-0.00103378,-1.9754e-05,-1.46745e-05,-2.21921e-05,4.58854e-06,1.34834e-05,1.79599e-05,3.41314e-05,1.02889e-05,1.6304e-05,2.35485e-05,3.29203e-05,4.11686e-05,4.89885e-05,4.93936e-05
0.38,0.0010444443,0.000803253825,7.3787259e-05,898.1745,0.0019554,0.0011607,0.00164449,0.00076535,0.00136571,0.00155189,0.00132103,-1.15228e-05,-1.16112e-05,-1.70554e-05,-2.9612e-06,1.72546e-05,2.39234e-05,3.70039e-05,9.97611e-06,1.60412e-05,2.3156e-05,3.29366e-05,4.1476e-05,4.94074e-05,5.0105e-05
0.4,-0.0013812788999999998,0.000653470905,-0.0002662273185,-5603.13646,0.0024986,0.00208858,0.00230041,0.00179222,0.00195622,0.00236422,0.00211893,3.30172e-05,2.08816e-05,2.23936e-05,2.26145e-05,5.04739e-05,6.30846e-05,7.14035e-05,1.0191e-05,1.61339e-05,2.32094e-05,3.31331e-05,4.21532e-05,5.02775e-05,5.11891e-05
0.42,-0.0021712995,-2.8590582150000002e-05,-0.000854073285,-11093.58387,-0.000381006,0.000997757,0.000460527,0.000605878,0.000229212,0.000725273,0.000650694,5.41932e-05,5.17449e-05,5.00029e-05,4.65955e-05,7.23282e-05,9.39795e-05,9.90997e-05,1.10632e-05,1.68601e-05,2.39334e-05,3.38252e-05,4.33813e-05,5.18481e-05,5.28941e-05
0.44,-0.0006136574999999999,-0.000611958945,-0.00097108284,-8794.05619,-0.00313642,-0.00125348,-0.00158999,-0.00140573,-0.00186606,-0.00161833,-0.00134453,1.90189e-05,4.91876e-05,3.87083e-05,3.8597e-05,5.59597e-05,8.50489e-05,9.21613e-05,1.17953e-05,1.78695e-05,2.48205e-05,3.46771e-05,4.46641e-05,5.36384e-05,5.48067e-05
0.46,0.0015321470999999998,-0.0008977568249999999,-8.571960149999999e-05,-1373.665019,-0.00234755,-0.00257216,-0.00160711,-0.00188171,-0.00204484,-0.00222697,-0.00159482,-3.58208e-05,1.09312e-05,6.73728e-06,5.72253e-06,1.68506e-05,4.65959e-05,6.27678e-05,1.16273e-05,1.84706e-05,2.5275e-05,3.51203e-05,4.53922e-05,5.49548e-05,5.6356e-05
0.48,0.0019251887999999998,-0.000366452289,0.00023006696699999997,3641.07839,0.000646,-0.00182415,-0.000212971,-0.000420768,-0.000500521,-0.000883407,-0.000175704,-5.28363e-05,-3.30318e-05,-1.14636e-05,-1.73023e-05,-8.603e-06,1.54922e-05,4.50626e-05,1.07407e-05,1.82496e-05,2.52277e-05,3.50045e-05,4.54747e-05,5.55757e-05,5.74343e-05
0.5,0.0005145594,0.000247679358,0.00057900453,1476.27997,0.00294005,0.000813129,0.00114833,0.00186901,0.00151049,0.00129578,0.00166059,-1.69758e-05,-4.3142e-05,-2.10999e-06,-2.81989e-06,1.49669e-06,1.96159e-05,5.99115e-05,1.00426e-05,1.74879e-05,2.5092e-05,3.48033e-05,4.54037e-05,5.59268e-05,5.8484e-05
0.52,-0.0015273225,0.0002759361885,-0.000227396403,-5496.27596,0.0021593,0.00252719,0.00093748,0.00233059,0.00194991,0.00193905,0.0017596,3.40177e-05,-9.7388e-06,1.87481e-05,3.9176e-05,3.61007e-05,5.19641e-05,9.41134e-05,1.0213e-05,1.69591e-05,2.52583e-05,3.51669e-05,4.57796e-05,5.66426e-05,6.00243e-05
0.54,-0.0019600881,0.00048696789,0.0001902892875,-11200.06265,-1.09563e-05,0.0023992,0.000487558,0.00110729,0.00144342,0.00135412,0.00078178,5.55011e-05,3.95251e-05,3.29985e-05,7.35548e-05,7.00339e-05,8.48958e-05,0.000119527,1.11082e-05,1.7257e-05,2.57758e-05,3.62942e-05,4.6841e-05,5.80112e-05,6.21607e-05
0.56,-0.0012505812,-0.00044124231,-0.00035232151499999995,-11376.14344,-0.00218278,1.82201e-05,-0.000257905,-0.00131299,-9.67899e-05,-0.00034889,-0.00104929,3.35638e-05,6.36994e-05,3.5295e-05,7.14978e-05,8.35003e-05,9.4948e-05,0.000116852,1.19988e-05,1.82892e-05,2.64587e-05,3.77447e-05,4.83763e-05,5.98096e-05,6.45245e-05
0.58,0.00049105707,-0.00014959087950000002,5.57619465e-05,-5105.5696,-0.00297946,-0.00279357,-0.00120371,-0.00303914,-0.0018861,-0.00194586,-0.00265117,-1.80586e-05,3.59459e-05,2.06788e-05,2.79766e-05,6.36713e-05,7.20005e-05,7.98475e-05,1.21539e-05,1.92857e-05,2.70185e-05,3.87395e-05,4.9848e-05,6.14791e-05,6.64915e-05
0.6,0.0021390981,0.000242642088,5.42821305e-06,1086.19987,0.000192364,-0.00170481,0.000238858,-0.000560775,-0.000624002,-0.00017321,-0.000804382,-4.59296e-05,-9.03793e-06,1.10303e-05,-8.02253e-06,3.85703e-05,5.08099e-05,4.5292e-05,1.1514e-05,1.95547e-05,2.73356e-05,3.8939e-05,5.08705e-05,6.27072e-05,6.77429e-05
0.62,0.00040150311,-0.0001847928135,-5.4163785000000004e-05,397.35874,0.00225728,3.69478e-05,0.000626994,0.00169298,0.000390629,0.00102128,0.000757765,-2.14331e-05,-2.57165e-05,1.96888e-05,3.29948e-06,3.62365e-05,5.92906e-05,4.48258e-05,1.08404e-05,1.92072e-05,2.76428e-05,3.88918e-05,5.16185e-05,6.38082e-05,6.8644e-05
