time,wave_main,wave_second,wave_up,baseforce,acc_6,acc_12,acc_18,acc_24,acc_30,acc_36,acc_42,vel_6,vel_12,vel_18,vel_24,vel_30,vel_36,vel_42,dis_6,dis_12,dis_18,dis_24,dis_30,dis_36,dis_42
0.02,0.017797979999999998,0.0030460137599999998,-0.002606813235,27738.2234,-0.016913,-0.017783,-0.0176902,-0.0176647,-0.0176611,-0.0176605,-0.0176604,-0.00016913,-0.00017783,-0.000176902,-0.000176647,-0.000176611,-0.000176605,-0.000176604,7.64602e-06,1.15557e-05,1.6059e-05,2.31873e-05,3.06261e-05,3.8069e-05,3.81258e-05
0.04,0.017691492,0.00304423641,-0.00257794953,87782.12212,-0.0121514,-0.0179489,-0.0177024,-0.017502,-0.0174703,-0.0174652,-0.0174649,-0.000459775,-0.000535148,-0.000530829,-0.000528314,-0.000527926,-0.000527861,-0.000527857,1.35697e-06,4.4259e-06,8.98172e-06,1.61377e-05,2.35807e-05,3.10243e-05,3.10812e-05
0.06,0.017556851999999998,0.00302725188,-0.00255509592,143005.78358,-0.00369303,-0.0173591,-0.0181858,-0.0174772,-0.0173251,-0.0173049,-0.0173048,-0.000618219,-0.000888228,-0.000889711,-0.000878106,-0.00087588,-0.000875562,-0.000875553,-9.42298e-06,-9.80787e-06,-5.22367e-06,2.07351e-06,9.54269e-06,1.69901e-05,1.70471e-05
0.08,0.017453372999999998,0.00302767671,-0.002436203445,184887.9967300001,0.00121437,-0.0138451,-0.0190531,-0.0177519,-0.0172244,-0.0171592,-0.017161,-0.000643006,-0.00120027,-0.0012621,-0.0012304,-0.00122138,-0.0012202,-0.00122021,-2.20352e-05,-3.06929e-05,-2.67418e-05,-1.90115e-05,-1.14299e-05,-3.96759e-06,-3.91052e-06
0.1,0.017360298,0.002973424185,-0.00252982236,222719.18296,0.000679275,-0.0076011,-0.0192406,-0.0186202,-0.0172688,-0.017057,-0.0170606,-0.00062407,-0.00141473,-0.00164504,-0.00159412,-0.00156631,-0.00156237,-0.00156243,-3.4706e-05,-5.68429e-05,-5.58131e-05,-4.72566e-05,-3.93067e-05,-3.17933e-05,-3.17369e-05
0.12,0.017307971999999998,0.002891614065,-0.0029814911099999997,256023.49169,0.000299227,-0.00252724,-0.0169847,-0.0200074,-0.0175894,-0.0169537,-0.016934,-0.000614285,-0.00151602,-0.00200729,-0.00198039,-0.00191489,-0.00190247,-0.00190237,-4.70895e-05,-8.61504e-05,-9.23364e-05,-8.30018e-05,-7.41186e-05,-6.64417e-05,-6.63849e-05
0.14,0.017241111,0.0030887351849999997,-0.002788614465,285677.97914,0.00110264,-0.000680141,-0.011859,-0.0207582,-0.0181644,-0.016616,-0.0164483,-0.000600266,-0.00154809,-0.00229573,-0.00238805,-0.00227243,-0.00223817,-0.0022362,-5.9235e-05,-0.000116791,-0.000135367,-0.000126686,-0.000115992,-0.000107848,-0.000107771
0.16,0.016863608999999998,0.003351635595,-0.0033942284999999997,311788.5815399998,0.00101243,-0.000446061,-0.00678099,-0.0198655,-0.0195526,-0.016697,-0.0160243,-0.000579115,-0.00155935,-0.00248213,-0.00279429,-0.0026496,-0.0025713,-0.00256092,-7.10288e-05,-0.000147866,-0.000183145,-0.00017851,-0.000165212,-0.000155943,-0.000155742
0.18,0.016652723999999997,0.00339691467,-0.003193183695,336827.5792,-6.71906e-05,-0.000793054,-0.00482143,-0.0174839,-0.0220413,-0.0183073,-0.0164715,-0.000569663,-0.00157174,-0.00259815,-0.00316778,-0.00306554,-0.00292134,-0.00288588,-8.25166e-05,-0.000179177,-0.000233948,-0.00023813,-0.000222363,-0.000210869,-0.00021021
0.2,0.017439246,0.003614449305,-0.00204299472,361314.6244000001,0.000241339,-0.000137192,-0.00337119,-0.0126995,-0.0223114,-0.0194563,-0.0157816,-0.000567921,-0.00158105,-0.00268008,-0.00346962,-0.00350906,-0.00329898,-0.00320841,-9.38925e-05,-0.000210705,-0.00028673,-0.000304504,-0.000288109,-0.000273072,-0.000271153
