time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,0.04841613599999999,-364.335,0.00759733,0.00809065,0.00810412,0.00810448,0.00810451,7.59733e-05,8.09065e-05,8.10412e-05,8.10448e-05,8.10451e-05,7.59733e-07,8.09065e-07,8.10412e-07,8.10448e-07,8.10451e-07
0.02,-0.008160765,-2459.31,0.0247332,0.0284793,0.0286519,0.0286583,0.0286589,0.000399279,0.000446606,0.000448601,0.000448672,0.000448679,5.51225e-06,6.08419e-06,6.10683e-06,6.10762e-06,6.10769e-06
0.04,-0.028970397,-4838.72,-0.0301817,-0.0216285,-0.0207051,-0.0206532,-0.0206472,0.000344794,0.000515114,0.000528068,0.000528723,0.000528795,1.2953e-05,1.57014e-05,1.58735e-05,1.58816e-05,1.58824e-05
0.06,0.020279027999999998,-7318.7,0.0537715,0.0626303,0.0654649,0.0657207,0.0657579,0.000580692,0.000925132,0.000975666,0.000979398,0.000979902,2.22078e-05,3.01038e-05,3.09109e-05,3.09628e-05,3.09694e-05
0.08,-0.06644739,-10507.7,-0.0593017,-0.054966,-0.0493565,-0.0484938,-0.0483325,0.00052539,0.00100178,0.00113675,0.00115167,0.00115416,3.32686e-05,4.93729e-05,5.2035e-05,5.22734e-05,5.231e-05
0.1,0.047478245999999995,-10418.7,0.00106846,-0.00263401,0.00466645,0.00677756,0.00729008,-5.69422e-05,0.000425775,0.000689849,0.000734504,0.000743733,3.79531e-05,6.36484e-05,7.0301e-05,7.11351e-05,7.12889e-05
0.12,-0.008037803999999999,-10128.2,0.0198323,0.00671939,0.0120144,0.0158325,0.0170605,0.000152066,0.000466629,0.000856658,0.000960605,0.000987238,3.89044e-05,7.25725e-05,8.57661e-05,8.80862e-05,8.85986e-05
0.14,-0.018542937,-11574.9,-0.034662,-0.047483,-0.0486471,-0.043682,-0.0414709,3.76883e-06,5.89929e-05,0.000490332,0.000682111,0.000743133,4.04627e-05,7.78287e-05,9.9236e-05,0.000104513,0.000105902
0.16,0.038728635,-9867.58,-0.00353391,-0.00769832,-0.0168277,-0.0128899,-0.0100541,-0.000378191,-0.00049282,-0.000164416,0.000116392,0.000227883,3.67185e-05,7.34904e-05,0.000102495,0.000112498,0.000115612
0.18,0.004772789099999999,-7740.01,0.0199702,0.0174888,0.00414513,0.00388919,0.00589333,-0.000213827,-0.000394916,-0.000291242,2.6384e-05,0.000186274,3.07983e-05,6.4613e-05,9.79386e-05,0.000113926,0.000119754
0.2,-0.015817598999999998,-8587.25,0.00496688,0.00163933,-0.00930611,-0.0158884,-0.0169418,3.55438e-05,-0.000203634,-0.000342852,-9.36084e-05,7.57893e-05,2.90155e-05,5.86275e-05,9.15976e-05,0.000113254,0.000122375
0.22,0.0013159989,-10346.3,0.0170016,0.0232119,0.0187203,0.00678647,0.00120916,0.000255228,4.48784e-05,-0.00024871,-0.000184628,-8.15374e-05,3.19232e-05,5.704e-05,8.5682e-05,0.000110472,0.000122317
0.24,-0.021551835,-12656.6,0.00818501,0.0245949,0.0259709,0.0129163,0.00398167,0.000507094,0.000522947,0.000198202,1.23999e-05,-2.9629e-05,3.95464e-05,6.27182e-05,8.5177e-05,0.000108749,0.000121206
0.26,-0.025363676999999998,-14525.3,-0.0303585,-0.0184194,-0.0132107,-0.0221207,-0.0302916,0.00028536,0.000584702,0.000325805,-7.96439e-05,-0.000292728,4.7471e-05,7.37947e-05,9.0417e-05,0.000108077,0.000117982
0.28,0.013877661,-14401.3,0.00531767,0.00210158,0.010052,0.00888796,0.00623999,3.49517e-05,0.000421523,0.000294218,-0.000211971,-0.000533245,5.06741e-05,8.3857e-05,9.66172e-05,0.000105161,0.000109722
0.3,-0.012668859,-16135.0,0.0338252,0.0227962,0.0311623,0.0385995,0.0434106,0.000426381,0.000670501,0.000706361,0.000262904,-3.6739e-05,5.52874e-05,9.47772e-05,0.000106623,0.00010567,0.000104022
0.32,-0.039075944999999994,-22050.6,0.013031,0.0135085,0.0177654,0.0321795,0.0421232,0.000894943,0.00103355,0.00119564,0.000970693,0.000818599,6.85006e-05,0.000111818,0.000125643,0.000118006,0.000111841
0.34,-0.030784364999999998,-26237.2,-0.0470824,-0.0308649,-0.0320006,-0.0146852,-0.00419963,0.000554429,0.000859984,0.00105329,0.00114564,0.00119784,8.29944e-05,0.000130753,0.000148132,0.000139169,0.000132005
0.36,0.016256964,-24783.5,-0.0176334,-0.0106927,-0.0105973,0.00336961,0.010722,-9.27291e-05,0.000444408,0.000627307,0.00103248,0.00126306,8.76114e-05,0.000143797,0.000164938,0.00016095,0.000156614
0.38,-0.004396883399999999,-23436.5,0.0219481,0.00215033,0.0111733,0.0161582,0.0187767,-4.95823e-05,0.000358985,0.000633067,0.00122776,0.00155805,8.61882e-05,0.000151831,0.000177542,0.000183553,0.000184825
0.4,-0.022756760999999997,-25362.2,-0.00645087,-0.0286628,-0.0147059,-0.0192841,-0.0217285,0.00010539,9.38595e-05,0.000597741,0.0011965,0.00152853,8.67463e-05,0.000156359,0.00018985,0.000207795,0.000215691
0.42,0.006351386999999999,-25802.1,-0.0180042,-0.0147304,-0.0109691,-0.0199027,-0.0264899,-0.000139161,-0.000340073,0.00034099,0.000804632,0.00104634,8.64086e-05,0.000153897,0.000199237,0.000227807,0.00024144
0.44,0.001825341,-22816.6,-0.0154094,-0.001429,-0.0164626,-0.0243738,-0.0318595,-0.000473298,-0.000501666,6.66726e-05,0.000361867,0.000462849,8.0284e-05,0.00014548,0.000203314,0.000239472,0.000256532
0.46,0.0022373036999999998,-20559.5,0.038863,0.0375689,0.0134737,0.00629932,0.0022435,-0.000238762,-0.000140268,3.67836e-05,0.000181122,0.000166689,7.31634e-05,0.00013906,0.000204349,0.000244902,0.000262827
0.48,-0.032281062,-21651.7,0.0106901,0.00272719,-0.0139385,-0.0242042,-0.023965,0.000256769,0.000262693,3.21363e-05,2.07335e-06,-5.05261e-05,7.33435e-05,0.000140285,0.000205038,0.000246734,0.000263989
0.5,-0.003971533199999999,-22615.4,-0.0205226,-0.0181388,-0.0226662,-0.03563,-0.0358694,0.000158444,0.000108576,-0.00033391,-0.000596269,-0.000648871,7.74956e-05,0.000143997,0.00020202,0.000240792,0.000256995
0.52,0.010178528999999999,-20028.5,-0.0387234,-0.0401208,-0.0396167,-0.0485777,-0.05426,-0.000434017,-0.00047402,-0.000956739,-0.00143835,-0.00155017,7.47399e-05,0.000140343,0.000189113,0.000220445,0.000235004
0.54,0.031244435999999997,-15196.0,-0.0031003,-0.026883,-0.0267569,-0.0262479,-0.0346786,-0.000852254,-0.00114406,-0.00162047,-0.0021866,-0.00243955,6.18772e-05,0.000124162,0.000163341,0.000184196,0.000195107
