time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,-0.005319452999999999,-246.834,0.00514713,0.00548135,0.00549048,0.00549073,0.00549074,5.14713e-05,5.48135e-05,5.49048e-05,5.49073e-05,5.49074e-05,5.14713e-07,5.48135e-07,5.49048e-07,5.49073e-07,5.49074e-07
0.02,-0.005528859,-1044.98,0.00380321,0.00550008,0.00559399,0.00559773,0.00559809,0.000140975,0.000164628,0.00016575,0.000165792,0.000165796,2.43918e-06,2.74255e-06,2.75559e-06,2.75606e-06,2.75611e-06
0.04,-0.005713223999999999,-2152.61,0.00134771,0.00490881,0.00535369,0.00538095,0.00538422,0.000192484,0.000268717,0.000275226,0.000275579,0.000275619,5.77376e-06,7.07599e-06,7.16535e-06,7.16977e-06,7.17025e-06
0.06,-0.005576187,-3222.08,0.000181207,0.00392336,0.00519715,0.00532193,0.00534093,0.000207773,0.000357038,0.000380735,0.000382607,0.00038287,9.77634e-06,1.33335e-05,1.3725e-05,1.37516e-05,1.37551e-05
0.08,-0.005611631999999999,-4335.97,0.000908875,0.00251001,0.00492596,0.00532542,0.00540319,0.000218674,0.000421372,0.000481966,0.000489081,0.000490311,1.40408e-05,2.11177e-05,2.2352e-05,2.24685e-05,2.2487e-05
0.1,-0.005770497,-5656.87,0.00123523,0.000848625,0.00392871,0.00486974,0.00510643,0.000240115,0.000454958,0.000570513,0.000591033,0.000595408,1.86287e-05,2.9881e-05,3.28768e-05,3.32696e-05,3.33442e-05
0.12,-0.005632490999999999,-7127.55,0.000361084,7.89166e-05,0.00251321,0.00417507,0.00472326,0.000256078,0.000464234,0.000634932,0.000681481,0.000693705,2.35906e-05,3.90729e-05,4.49312e-05,4.59948e-05,4.62353e-05
0.14,-0.005580623999999999,-8604.67,-0.000243802,0.000419603,0.00109613,0.00326807,0.00423314,0.000257251,0.000469219,0.000671025,0.000755912,0.000783269,2.87239e-05,4.84074e-05,5.79908e-05,6.03687e-05,6.1005e-05
0.16,-0.005799924,-10046.7,7.87688e-05,0.000703579,-0.000161882,0.0017836,0.00302562,0.000255601,0.000480451,0.000680368,0.000806429,0.000855856,3.38525e-05,5.79041e-05,7.15047e-05,7.59921e-05,7.73963e-05
0.18,-0.005932575,-11484.5,0.000225963,8.00076e-05,-0.00101559,-0.000220918,0.000779726,0.000258648,0.000488287,0.000668593,0.000822056,0.00089391,3.89949e-05,6.75915e-05,8.49943e-05,9.2277e-05,9.48939e-05
0.2,-0.0057928350000000005,-12937.8,-0.000251013,-0.000872268,-0.00123728,-0.00203629,-0.00197823,0.000258398,0.000480364,0.000646064,0.000799484,0.000881925,4.41654e-05,7.7278e-05,9.81409e-05,0.000108492,0.000112652
0.22,-0.0057023099999999995,-14395.1,-0.000612327,-0.00133296,-0.0012783,-0.00326102,-0.00447149,0.000249764,0.000458312,0.000620909,0.00074651,0.000817427,4.9247e-05,8.66647e-05,0.000110811,0.000123952,0.000129646
0.24,-0.005808951,-15813.2,-0.00055815,-0.00129052,-0.00179535,-0.00405829,-0.0060191,0.000238059,0.000432077,0.000590172,0.000673317,0.000712521,5.41253e-05,9.55686e-05,0.000122921,0.000138151,0.000144945
0.26,-0.0060014759999999995,-17134.0,-0.000863627,-0.00154789,-0.00309027,-0.00494924,-0.00653022,0.000223842,0.000403693,0.000541316,0.000583242,0.000587028,5.87443e-05,0.000103926,0.000134236,0.000150716,0.000157941
0.28,-0.005946651,-18328.4,-0.00129728,-0.00211063,-0.00431164,-0.00559188,-0.00597616,0.000202233,0.000367108,0.000467297,0.000477831,0.000461964,6.3005e-05,0.000111634,0.000144322,0.000161327,0.000168431
0.3,-0.005978169,-19404.1,-0.00141609,-0.0028264,-0.00497765,-0.0057097,-0.0051291,0.000175099,0.000317738,0.000374404,0.000364815,0.000350912,6.67783e-05,0.000118483,0.000152739,0.000169753,0.000176559
0.32,-0.006120152999999999,-20342.7,-0.00157279,-0.00369317,-0.00530471,-0.0054358,-0.00485631,0.00014521,0.000252542,0.00027158,0.00025336,0.000251058,6.99814e-05,0.000124186,0.000159199,0.000175935,0.000182579
0.34,-0.006101639999999999,-21075.0,-0.00215097,-0.00451755,-0.00542923,-0.00499694,-0.00504665,0.000107973,0.000170435,0.000164241,0.000149033,0.000152028,7.25132e-05,0.000128415,0.000163557,0.000179959,0.00018661
0.36,-0.005983626,-21547.8,-0.00273847,-0.00491613,-0.00520186,-0.00459502,-0.00497336,5.90781e-05,7.60977e-05,5.79299e-05,5.31131e-05,5.18282e-05,7.41838e-05,0.000130881,0.000165779,0.00018198,0.000188649
0.38,-0.006062931,-21741.9,-0.0030517,-0.00490345,-0.00482259,-0.00456575,-0.00460582,1.17639e-06,-2.20981e-05,-4.23145e-05,-3.84945e-05,-4.39635e-05,7.47863e-05,0.000131421,0.000165935,0.000182127,0.000188727
0.4,-0.006178649999999999,-21607.4,-0.0032228,-0.0046307,-0.0045679,-0.00481367,-0.00441781,-6.15686e-05,-0.00011744,-0.000136219,-0.000132289,-0.0001342,7.41824e-05,0.000130025,0.00016415,0.000180419,0.000186946
0.42,-0.006108728999999999,-21085.1,-0.00291315,-0.00390168,-0.00419383,-0.00462538,-0.00436083,-0.000122928,-0.000202764,-0.000223837,-0.000226679,-0.000221986,7.23374e-05,0.000126823,0.000160549,0.000176829,0.000183384
0.44,-0.006186605999999999,-20210.6,-0.00201552,-0.00303118,-0.00379175,-0.00409852,-0.00440525,-0.000172215,-0.000272092,-0.000303693,-0.000313918,-0.000309647,6.9386e-05,0.000122075,0.000155274,0.000171423,0.000178067
0.46,-0.006325937999999999,-19106.5,-0.00098412,-0.00241474,-0.00354284,-0.00382599,-0.00445272,-0.000202211,-0.000326552,-0.000377038,-0.000393163,-0.000398227,6.56417e-05,0.000116088,0.000148467,0.000164352,0.000170989
0.48,-0.006230006999999999,-17895.5,-0.000147611,-0.00169586,-0.00304429,-0.00362522,-0.00401619,-0.000213529,-0.000367658,-0.00044291,-0.000467675,-0.000482916,6.14843e-05,0.000109146,0.000140267,0.000155744,0.000162177
0.5,-0.00619548,-16671.9,0.000219159,-0.000781283,-0.002239,-0.00318868,-0.00322441,-0.000212813,-0.000392429,-0.000495743,-0.000535814,-0.000555322,5.72209e-05,0.000101545,0.000130881,0.000145709,0.000151795
0.52,-0.006283914,-15488.4,0.00018425,2.95662e-06,-0.00136948,-0.00241145,-0.00250061,-0.000208779,-0.000400212,-0.000531827,-0.000591816,-0.000612572,5.3005e-05,9.36189e-05,0.000120605,0.000134433,0.000140116
0.54,-0.006310280999999999,-14337.1,0.000147472,0.000518847,-0.000394052,-0.00123689,-0.00171129,-0.000205462,-0.000394994,-0.000549463,-0.000628299,-0.000654691,4.88626e-05,8.56668e-05,0.000109792,0.000122232,0.000127443
0.56,-0.006348275999999999,-13191.5,0.000234643,0.000759162,0.000672991,0.00010936,-0.000555636,-0.000201641,-0.000382214,-0.000546673,-0.000639574,-0.00067736,4.47916e-05,7.78947e-05,9.88309e-05,0.000109553,0.000114123
0.58,-0.0064351799999999995,-12055.4,0.000305535,0.000771891,0.00153857,0.00128914,0.000917565,-0.000196239,-0.000366904,-0.000524558,-0.000625589,-0.000673741,4.08128e-05,7.04036e-05,8.81185e-05,9.69013e-05,0.000100612
0.6,-0.006422939999999999,-10958.7,0.000498288,0.000951993,0.00218413,0.00244819,0.00262671,-0.000188201,-0.000349665,-0.000487331,-0.000588216,-0.000638298,3.69684e-05,6.32379e-05,7.79997e-05,8.47632e-05,8.74914e-05
0.62,-0.006459303,-9922.52,0.00055727,0.00119572,0.00241711,0.00340765,0.00401862,-0.000177645,-0.000328188,-0.000441318,-0.000529658,-0.000571845,3.33099e-05,5.64594e-05,6.87132e-05,7.35845e-05,7.53899e-05
0.64,-0.006359393999999999,-8957.91,0.000879566,0.00182269,0.00285194,0.0044505,0.00525512,-0.000163277,-0.000298004,-0.000388628,-0.000451076,-0.000479108,2.99007e-05,5.01974e-05,6.04137e-05,6.37771e-05,6.48804e-05
0.66,-0.006542994,-8088.75,0.00112087,0.0022862,0.0032829,0.0049876,0.00582279,-0.000143272,-0.000256915,-0.000327279,-0.000356695,-0.000368328,2.68352e-05,4.46483e-05,5.32546e-05,5.56994e-05,5.6406e-05
0.68,-0.006590577,-7332.99,0.00119518,0.00243274,0.00360884,0.00488608,0.00560002,-0.000120112,-0.000209725,-0.000258362,-0.000257958,-0.0002541,2.42014e-05,3.99819e-05,4.73982e-05,4.95529e-05,5.01818e-05
0.7000000000000001,-0.006378315,-6711.36,0.00161873,0.00288962,0.00423026,0.00486897,0.00525352,-9.19727e-05,-0.000156502,-0.000179971,-0.000160408,-0.000145565,2.20805e-05,3.63196e-05,4.30149e-05,4.53692e-05,4.61851e-05
0.72,-0.006486486,-6279.59,0.00195395,0.00335588,0.0046154,0.00473211,0.00466899,-5.62459e-05,-9.40465e-05,-9.15143e-05,-6.43971e-05,-4.634e-05,2.05983e-05,3.38141e-05,4.03e-05,4.31212e-05,4.4266e-05
